,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,cluster
O05 OUT,0.02,0.0,0.0,0.06,0.35,0.98,0.58,0.31,0.29,0.35,0.4,0.31,0.29,0.33,0.5,0.77,0.52,0.31,0.29,0.21,0.08,0.02,0.0,0.0,0.06,0.35,1.0,0.6,0.33,0.29,0.35,0.38,0.31,0.29,0.42,0.54,0.69,0.44,0.27,0.25,0.19,0.06,0.02,0.0,0.0,0.06,0.31,0.9,0.54,0.29,0.27,0.35,0.42,0.33,0.27,0.33,0.52,0.75,0.5,0.29,0.29,0.23,0.08,0.02,0.0,0.0,0.06,0.35,0.98,0.6,0.31,0.29,0.35,0.42,0.33,0.29,0.35,0.54,0.77,0.52,0.31,0.31,0.25,0.08,0.04,0.0,0.0,0.06,0.33,0.96,0.58,0.33,0.31,0.38,0.42,0.33,0.31,0.35,0.54,0.77,0.54,0.33,0.33,0.29,0.12,0.04,0.0,0.0,0.04,0.12,0.33,0.38,0.31,0.35,0.4,0.46,0.35,0.31,0.33,0.44,0.4,0.29,0.27,0.31,0.25,0.12,0.02,0.0,0.0,0.04,0.08,0.23,0.27,0.23,0.27,0.29,0.33,0.29,0.27,0.27,0.35,0.33,0.27,0.27,0.27,0.19,0.08,2
O06 OUT,0.03,0.0,0.0,0.09,0.42,0.94,0.45,0.36,0.39,0.45,0.45,0.36,0.33,0.39,0.55,0.79,0.52,0.3,0.27,0.18,0.06,0.03,0.0,0.0,0.09,0.45,1.0,0.48,0.39,0.42,0.48,0.45,0.36,0.33,0.45,0.58,0.7,0.45,0.27,0.24,0.15,0.06,0.03,0.0,0.0,0.09,0.39,0.91,0.42,0.33,0.39,0.45,0.42,0.39,0.33,0.39,0.58,0.79,0.52,0.3,0.27,0.21,0.06,0.03,0.0,0.0,0.09,0.42,1.0,0.48,0.36,0.42,0.48,0.48,0.39,0.36,0.42,0.61,0.82,0.55,0.3,0.3,0.21,0.09,0.03,0.0,0.0,0.09,0.42,0.97,0.48,0.39,0.45,0.52,0.52,0.42,0.36,0.45,0.67,0.97,0.64,0.33,0.33,0.27,0.12,0.03,0.0,0.0,0.06,0.18,0.39,0.42,0.45,0.61,0.64,0.61,0.52,0.45,0.48,0.64,0.61,0.42,0.33,0.3,0.24,0.09,0.03,0.0,0.0,0.03,0.12,0.33,0.36,0.42,0.58,0.55,0.55,0.45,0.42,0.45,0.58,0.52,0.36,0.3,0.27,0.18,0.06,2
O08 OUT,0.01,0.0,0.0,0.04,0.24,0.98,0.33,0.15,0.14,0.14,0.14,0.12,0.11,0.11,0.14,0.2,0.13,0.06,0.06,0.05,0.02,0.01,0.0,0.0,0.04,0.25,1.0,0.33,0.15,0.14,0.14,0.14,0.12,0.1,0.12,0.13,0.19,0.11,0.05,0.05,0.04,0.02,0.01,0.0,0.0,0.04,0.22,0.88,0.29,0.14,0.13,0.13,0.14,0.12,0.11,0.12,0.15,0.22,0.12,0.06,0.06,0.05,0.02,0.01,0.0,0.0,0.04,0.24,0.98,0.33,0.16,0.15,0.15,0.15,0.12,0.11,0.12,0.16,0.24,0.13,0.06,0.07,0.05,0.02,0.01,0.0,0.0,0.04,0.23,0.98,0.33,0.16,0.16,0.15,0.15,0.14,0.12,0.12,0.17,0.26,0.16,0.08,0.08,0.06,0.03,0.01,0.0,0.0,0.02,0.04,0.08,0.09,0.1,0.14,0.16,0.15,0.12,0.11,0.11,0.16,0.15,0.09,0.07,0.07,0.06,0.03,0.01,0.0,0.0,0.02,0.03,0.05,0.07,0.09,0.12,0.12,0.1,0.09,0.09,0.08,0.11,0.1,0.07,0.06,0.06,0.05,0.02,0
O09 OUT,0.01,0.0,0.0,0.07,0.3,0.97,0.42,0.21,0.18,0.2,0.2,0.17,0.15,0.17,0.21,0.3,0.2,0.11,0.11,0.08,0.04,0.01,0.0,0.0,0.07,0.31,1.0,0.42,0.21,0.18,0.2,0.18,0.17,0.15,0.18,0.21,0.27,0.17,0.1,0.1,0.08,0.03,0.01,0.0,0.0,0.06,0.27,0.86,0.37,0.2,0.18,0.2,0.18,0.17,0.15,0.15,0.23,0.31,0.18,0.11,0.11,0.1,0.04,0.01,0.0,0.0,0.07,0.3,0.97,0.44,0.23,0.2,0.21,0.21,0.17,0.17,0.17,0.23,0.32,0.2,0.11,0.13,0.1,0.04,0.03,0.0,0.0,0.07,0.31,0.97,0.42,0.21,0.21,0.21,0.21,0.18,0.17,0.18,0.25,0.37,0.24,0.13,0.14,0.13,0.06,0.01,0.0,0.0,0.04,0.08,0.14,0.17,0.18,0.24,0.23,0.23,0.21,0.2,0.21,0.25,0.24,0.15,0.13,0.14,0.11,0.06,0.01,0.0,0.0,0.03,0.06,0.11,0.14,0.15,0.21,0.18,0.2,0.18,0.18,0.18,0.2,0.18,0.13,0.11,0.13,0.08,0.04,0
O10 OUT,0.03,0.0,0.0,0.07,0.31,0.97,0.48,0.24,0.24,0.24,0.24,0.24,0.21,0.24,0.34,0.59,0.41,0.28,0.31,0.24,0.1,0.03,0.0,0.0,0.07,0.34,1.0,0.48,0.24,0.24,0.24,0.24,0.24,0.24,0.31,0.41,0.52,0.38,0.24,0.28,0.21,0.07,0.03,0.0,0.0,0.07,0.28,0.86,0.41,0.21,0.21,0.24,0.28,0.24,0.24,0.24,0.34,0.55,0.41,0.31,0.31,0.28,0.1,0.03,0.0,0.0,0.1,0.34,1.0,0.45,0.24,0.24,0.24,0.28,0.24,0.24,0.24,0.38,0.59,0.45,0.31,0.34,0.28,0.1,0.07,0.0,0.0,0.07,0.31,0.93,0.45,0.24,0.28,0.28,0.28,0.24,0.24,0.28,0.41,0.66,0.52,0.31,0.34,0.34,0.17,0.07,0.0,0.0,0.07,0.1,0.21,0.21,0.24,0.31,0.31,0.31,0.28,0.28,0.31,0.38,0.41,0.34,0.31,0.34,0.31,0.17,0.03,0.0,0.0,0.03,0.07,0.17,0.17,0.21,0.24,0.24,0.28,0.24,0.24,0.28,0.34,0.31,0.28,0.28,0.31,0.24,0.1,0
O11 OUT,0.02,0.0,0.0,0.11,0.41,0.98,0.43,0.23,0.23,0.25,0.25,0.23,0.2,0.23,0.32,0.45,0.32,0.18,0.18,0.14,0.05,0.02,0.0,0.0,0.09,0.41,1.0,0.45,0.23,0.2,0.25,0.25,0.2,0.2,0.27,0.32,0.39,0.27,0.16,0.16,0.11,0.05,0.02,0.0,0.0,0.09,0.36,0.89,0.36,0.2,0.2,0.23,0.25,0.23,0.2,0.23,0.32,0.43,0.3,0.18,0.18,0.14,0.05,0.02,0.0,0.0,0.11,0.41,1.0,0.43,0.25,0.2,0.25,0.27,0.23,0.2,0.23,0.32,0.45,0.32,0.2,0.2,0.16,0.07,0.05,0.0,0.0,0.09,0.39,0.98,0.43,0.23,0.23,0.25,0.27,0.25,0.23,0.25,0.36,0.5,0.34,0.2,0.23,0.18,0.09,0.05,0.0,0.0,0.07,0.14,0.18,0.23,0.23,0.25,0.3,0.32,0.27,0.25,0.25,0.32,0.32,0.23,0.2,0.23,0.2,0.09,0.02,0.0,0.0,0.07,0.14,0.16,0.23,0.23,0.25,0.3,0.3,0.25,0.25,0.25,0.3,0.27,0.2,0.2,0.2,0.16,0.07,0
O12 OUT,0.06,0.0,0.0,0.12,0.5,0.94,0.37,0.25,0.25,0.31,0.31,0.25,0.31,0.31,0.5,0.75,0.56,0.37,0.37,0.31,0.12,0.0,0.0,0.0,0.12,0.44,1.0,0.44,0.31,0.25,0.31,0.31,0.25,0.31,0.44,0.56,0.62,0.44,0.31,0.31,0.25,0.06,0.06,0.0,0.0,0.12,0.37,0.87,0.37,0.25,0.25,0.25,0.31,0.25,0.31,0.31,0.5,0.69,0.5,0.37,0.37,0.31,0.12,0.06,0.0,0.0,0.12,0.44,0.94,0.44,0.31,0.25,0.31,0.31,0.31,0.31,0.37,0.5,0.75,0.56,0.37,0.37,0.31,0.12,0.06,0.0,0.0,0.12,0.44,0.94,0.44,0.31,0.31,0.31,0.31,0.31,0.31,0.37,0.5,0.75,0.5,0.37,0.44,0.37,0.19,0.06,0.0,0.0,0.12,0.31,0.25,0.31,0.31,0.37,0.37,0.44,0.37,0.37,0.37,0.5,0.44,0.37,0.31,0.37,0.37,0.19,0.06,0.0,0.0,0.12,0.25,0.19,0.25,0.31,0.31,0.31,0.37,0.37,0.37,0.37,0.37,0.37,0.31,0.31,0.31,0.25,0.12,2
O13 OUT,0.06,0.0,0.0,0.06,0.12,0.19,0.19,0.19,0.19,0.25,0.25,0.25,0.25,0.31,0.56,1.0,0.75,0.44,0.37,0.44,0.12,0.06,0.0,0.0,0.06,0.12,0.19,0.19,0.19,0.19,0.25,0.25,0.25,0.25,0.44,0.69,0.87,0.69,0.37,0.31,0.37,0.12,0.06,0.0,0.0,0.06,0.12,0.19,0.12,0.19,0.19,0.25,0.25,0.25,0.25,0.31,0.56,0.81,0.75,0.44,0.37,0.44,0.19,0.06,0.0,0.0,0.06,0.12,0.19,0.19,0.19,0.19,0.25,0.25,0.25,0.25,0.31,0.62,0.94,0.75,0.5,0.44,0.44,0.19,0.12,0.0,0.0,0.06,0.12,0.19,0.19,0.19,0.19,0.25,0.25,0.25,0.25,0.31,0.62,0.94,0.81,0.5,0.5,0.56,0.25,0.12,0.0,0.0,0.06,0.06,0.12,0.19,0.19,0.25,0.25,0.31,0.31,0.37,0.37,0.56,0.62,0.56,0.44,0.5,0.5,0.25,0.06,0.0,0.0,0.06,0.06,0.12,0.12,0.19,0.19,0.25,0.25,0.31,0.31,0.31,0.5,0.5,0.5,0.44,0.37,0.44,0.12,1
O14 OUT,0.07,0.0,0.0,0.07,0.27,0.33,0.2,0.2,0.2,0.2,0.2,0.2,0.27,0.33,0.53,1.0,0.73,0.47,0.4,0.4,0.13,0.07,0.0,0.0,0.07,0.27,0.33,0.2,0.2,0.2,0.2,0.2,0.2,0.27,0.47,0.73,0.93,0.6,0.4,0.4,0.33,0.13,0.07,0.0,0.0,0.07,0.2,0.27,0.13,0.13,0.13,0.2,0.2,0.2,0.2,0.27,0.53,0.93,0.6,0.47,0.4,0.47,0.2,0.07,0.0,0.0,0.07,0.27,0.33,0.2,0.2,0.2,0.2,0.27,0.2,0.2,0.33,0.53,1.0,0.73,0.47,0.47,0.47,0.2,0.13,0.0,0.0,0.07,0.27,0.33,0.2,0.2,0.2,0.2,0.27,0.2,0.27,0.33,0.53,0.93,0.67,0.47,0.47,0.53,0.27,0.07,0.0,0.0,0.07,0.13,0.2,0.27,0.2,0.2,0.27,0.27,0.27,0.27,0.33,0.47,0.4,0.33,0.33,0.47,0.47,0.27,0.07,0.0,0.0,0.07,0.13,0.13,0.13,0.13,0.2,0.2,0.27,0.27,0.27,0.33,0.4,0.4,0.33,0.33,0.4,0.33,0.2,1
O15 OUT,0.0,0.0,0.0,0.12,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.37,0.62,1.0,0.87,0.5,0.5,0.37,0.12,0.0,0.0,0.0,0.12,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.37,0.37,0.5,0.75,1.0,0.62,0.37,0.5,0.37,0.12,0.12,0.0,0.0,0.12,0.25,0.37,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.37,0.62,1.0,0.75,0.37,0.5,0.37,0.25,0.0,0.0,0.0,0.12,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.37,0.62,1.0,0.75,0.5,0.5,0.5,0.12,0.12,0.0,0.0,0.12,0.25,0.5,0.37,0.25,0.37,0.37,0.25,0.25,0.37,0.37,0.62,1.0,0.87,0.5,0.62,0.5,0.25,0.12,0.0,0.0,0.12,0.12,0.25,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.5,0.62,0.62,0.5,0.37,0.5,0.5,0.25,0.0,0.0,0.0,0.12,0.12,0.25,0.25,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.62,0.5,0.37,0.37,0.37,0.37,0.12,3
O16 OUT,0.0,0.0,0.0,0.07,0.47,1.0,0.27,0.07,0.07,0.07,0.13,0.07,0.13,0.07,0.13,0.2,0.2,0.13,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.47,1.0,0.27,0.07,0.07,0.07,0.13,0.07,0.07,0.13,0.2,0.2,0.13,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.33,0.73,0.2,0.07,0.07,0.07,0.13,0.07,0.07,0.07,0.13,0.2,0.13,0.07,0.13,0.07,0.07,0.0,0.0,0.0,0.07,0.47,1.0,0.27,0.07,0.07,0.13,0.13,0.13,0.13,0.13,0.13,0.27,0.13,0.07,0.13,0.07,0.07,0.0,0.0,0.0,0.07,0.47,0.93,0.27,0.07,0.07,0.13,0.13,0.13,0.13,0.07,0.13,0.27,0.2,0.13,0.13,0.13,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.13,0.13,0.13,0.13,0.07,0.13,0.13,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.13,0.13,0.07,0.13,0.13,0.07,0.07,0
O17 OUT,0.0,0.0,0.0,0.14,0.43,0.57,0.29,0.14,0.14,0.29,0.29,0.29,0.29,0.29,0.43,1.0,0.71,0.43,0.29,0.29,0.14,0.0,0.0,0.0,0.14,0.43,0.57,0.29,0.14,0.14,0.29,0.29,0.29,0.29,0.43,0.57,0.86,0.57,0.43,0.29,0.29,0.14,0.0,0.0,0.0,0.0,0.29,0.57,0.14,0.14,0.14,0.14,0.29,0.29,0.29,0.29,0.43,0.86,0.57,0.43,0.29,0.29,0.14,0.0,0.0,0.0,0.14,0.43,0.57,0.29,0.14,0.14,0.29,0.29,0.29,0.29,0.29,0.43,0.86,0.57,0.43,0.29,0.43,0.14,0.14,0.0,0.0,0.14,0.43,0.57,0.29,0.14,0.14,0.29,0.29,0.29,0.29,0.29,0.57,1.0,0.71,0.43,0.43,0.43,0.14,0.14,0.0,0.0,0.0,0.14,0.14,0.14,0.29,0.29,0.29,0.29,0.43,0.43,0.43,0.57,0.43,0.43,0.29,0.43,0.43,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.29,0.29,0.29,0.29,0.43,0.43,0.43,0.43,0.43,0.43,0.29,0.29,0.29,0.14,3
O18 OUT,0.05,0.0,0.0,0.05,0.14,0.19,0.14,0.14,0.14,0.19,0.19,0.19,0.19,0.24,0.48,0.9,0.76,0.43,0.38,0.33,0.14,0.05,0.0,0.0,0.05,0.14,0.19,0.14,0.14,0.14,0.19,0.19,0.19,0.24,0.38,0.67,0.86,0.62,0.33,0.33,0.29,0.1,0.05,0.0,0.0,0.05,0.1,0.14,0.1,0.1,0.1,0.14,0.19,0.19,0.19,0.29,0.48,0.81,0.67,0.33,0.38,0.33,0.14,0.05,0.0,0.0,0.05,0.14,0.19,0.14,0.14,0.14,0.19,0.24,0.19,0.24,0.29,0.57,0.95,0.76,0.38,0.38,0.38,0.14,0.1,0.0,0.0,0.05,0.14,0.19,0.14,0.14,0.14,0.19,0.24,0.24,0.24,0.33,0.67,1.0,0.76,0.38,0.48,0.43,0.24,0.1,0.0,0.0,0.05,0.05,0.14,0.14,0.14,0.19,0.29,0.33,0.38,0.48,0.57,0.52,0.48,0.33,0.33,0.33,0.38,0.24,0.05,0.0,0.0,0.05,0.05,0.1,0.14,0.14,0.19,0.19,0.29,0.33,0.33,0.43,0.43,0.38,0.33,0.29,0.29,0.29,0.1,1
O19 OUT,0.08,0.0,0.0,0.08,0.42,0.67,0.42,0.33,0.25,0.33,0.33,0.25,0.25,0.33,0.58,1.0,0.92,0.5,0.5,0.5,0.25,0.08,0.0,0.0,0.08,0.33,0.58,0.33,0.25,0.25,0.33,0.33,0.25,0.33,0.42,0.83,0.92,0.75,0.5,0.42,0.42,0.17,0.08,0.0,0.0,0.08,0.33,0.42,0.25,0.17,0.25,0.25,0.33,0.25,0.25,0.33,0.58,0.92,0.83,0.5,0.5,0.5,0.25,0.08,0.0,0.0,0.08,0.42,0.67,0.33,0.25,0.25,0.33,0.33,0.25,0.33,0.42,0.67,1.0,0.83,0.5,0.58,0.58,0.25,0.17,0.0,0.0,0.08,0.33,0.5,0.25,0.17,0.17,0.25,0.25,0.25,0.25,0.33,0.58,0.92,0.83,0.5,0.58,0.58,0.33,0.17,0.0,0.0,0.08,0.08,0.25,0.25,0.25,0.25,0.25,0.33,0.33,0.33,0.42,0.5,0.58,0.5,0.42,0.5,0.5,0.33,0.08,0.0,0.0,0.0,0.08,0.17,0.17,0.17,0.25,0.25,0.25,0.33,0.33,0.33,0.5,0.5,0.5,0.5,0.5,0.5,0.25,3
O20 OUT,0.07,0.0,0.0,0.07,0.2,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.2,0.27,0.47,1.0,0.8,0.53,0.4,0.53,0.2,0.07,0.0,0.0,0.07,0.13,0.2,0.13,0.07,0.13,0.13,0.13,0.13,0.2,0.4,0.67,0.87,0.67,0.47,0.33,0.4,0.2,0.07,0.0,0.0,0.0,0.13,0.13,0.07,0.07,0.07,0.13,0.13,0.13,0.2,0.27,0.4,0.87,0.67,0.47,0.4,0.53,0.2,0.07,0.0,0.0,0.07,0.2,0.2,0.13,0.07,0.13,0.13,0.13,0.13,0.2,0.27,0.47,0.93,0.8,0.53,0.47,0.53,0.2,0.13,0.0,0.0,0.07,0.2,0.13,0.13,0.13,0.13,0.13,0.13,0.2,0.2,0.27,0.47,0.87,0.73,0.53,0.47,0.6,0.33,0.13,0.0,0.0,0.0,0.07,0.07,0.13,0.13,0.13,0.2,0.2,0.2,0.27,0.33,0.47,0.47,0.4,0.4,0.47,0.47,0.33,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.13,0.13,0.13,0.2,0.2,0.27,0.33,0.4,0.47,0.4,0.4,0.47,0.4,0.2,1
O21 OUT,0.07,0.0,0.0,0.07,0.21,0.21,0.14,0.14,0.14,0.14,0.21,0.14,0.21,0.29,0.57,0.93,1.0,0.57,0.57,0.5,0.21,0.07,0.0,0.0,0.07,0.21,0.21,0.14,0.14,0.14,0.14,0.21,0.21,0.21,0.36,0.79,0.93,0.86,0.43,0.43,0.43,0.21,0.07,0.0,0.0,0.07,0.14,0.14,0.14,0.07,0.07,0.14,0.14,0.14,0.21,0.29,0.5,0.86,0.86,0.43,0.5,0.5,0.21,0.07,0.0,0.0,0.07,0.21,0.21,0.14,0.14,0.14,0.14,0.21,0.14,0.21,0.29,0.5,1.0,1.0,0.5,0.57,0.57,0.29,0.14,0.0,0.0,0.07,0.21,0.21,0.14,0.14,0.14,0.14,0.21,0.21,0.21,0.29,0.57,0.93,0.93,0.57,0.64,0.64,0.36,0.14,0.0,0.0,0.07,0.07,0.14,0.14,0.14,0.14,0.21,0.21,0.29,0.29,0.36,0.5,0.5,0.43,0.43,0.5,0.57,0.36,0.07,0.0,0.0,0.07,0.07,0.07,0.14,0.14,0.14,0.14,0.21,0.21,0.29,0.36,0.43,0.5,0.43,0.43,0.43,0.43,0.21,1
O50 OUT,0.05,0.0,0.0,0.05,0.1,0.15,0.1,0.15,0.15,0.2,0.2,0.2,0.2,0.3,0.55,1.0,0.8,0.45,0.5,0.45,0.2,0.05,0.0,0.0,0.05,0.1,0.15,0.1,0.15,0.15,0.2,0.2,0.2,0.25,0.45,0.75,0.9,0.65,0.4,0.45,0.4,0.2,0.05,0.0,0.0,0.05,0.1,0.15,0.1,0.1,0.15,0.15,0.15,0.2,0.2,0.3,0.55,0.9,0.65,0.45,0.5,0.45,0.2,0.05,0.0,0.0,0.05,0.1,0.15,0.1,0.15,0.15,0.2,0.2,0.2,0.2,0.3,0.55,1.0,0.75,0.45,0.55,0.5,0.25,0.1,0.0,0.0,0.05,0.1,0.15,0.1,0.15,0.15,0.2,0.2,0.2,0.25,0.3,0.55,0.95,0.75,0.5,0.6,0.55,0.3,0.1,0.0,0.0,0.05,0.1,0.1,0.1,0.15,0.2,0.25,0.25,0.25,0.3,0.35,0.45,0.5,0.45,0.4,0.45,0.5,0.3,0.05,0.0,0.0,0.05,0.05,0.1,0.1,0.15,0.15,0.15,0.2,0.25,0.25,0.35,0.45,0.5,0.4,0.4,0.45,0.4,0.2,1
O51 OUT,0.1,0.0,0.0,0.05,0.1,0.2,0.1,0.1,0.1,0.15,0.15,0.15,0.2,0.3,0.55,0.95,0.9,0.45,0.5,0.45,0.2,0.05,0.0,0.0,0.05,0.1,0.2,0.1,0.1,0.1,0.15,0.15,0.2,0.25,0.45,0.75,0.9,0.7,0.4,0.4,0.4,0.15,0.1,0.0,0.0,0.05,0.1,0.15,0.1,0.1,0.1,0.15,0.15,0.15,0.2,0.3,0.5,0.85,0.75,0.45,0.45,0.5,0.2,0.1,0.0,0.0,0.05,0.1,0.2,0.1,0.1,0.1,0.15,0.15,0.15,0.2,0.3,0.55,1.0,0.85,0.45,0.5,0.55,0.2,0.15,0.0,0.0,0.05,0.1,0.2,0.1,0.1,0.15,0.2,0.2,0.2,0.25,0.3,0.55,0.9,0.8,0.45,0.55,0.6,0.25,0.1,0.0,0.0,0.05,0.1,0.1,0.1,0.15,0.15,0.2,0.2,0.2,0.25,0.35,0.45,0.45,0.4,0.4,0.5,0.5,0.25,0.1,0.0,0.0,0.05,0.05,0.05,0.1,0.1,0.1,0.15,0.2,0.25,0.25,0.3,0.4,0.4,0.4,0.35,0.45,0.4,0.15,1
O52 OUT,0.04,0.0,0.0,0.04,0.09,0.13,0.09,0.13,0.13,0.17,0.17,0.17,0.22,0.26,0.48,1.0,0.7,0.48,0.39,0.43,0.13,0.04,0.0,0.0,0.04,0.13,0.13,0.09,0.13,0.13,0.17,0.17,0.17,0.22,0.39,0.65,0.87,0.61,0.39,0.35,0.39,0.13,0.04,0.0,0.0,0.04,0.09,0.13,0.09,0.09,0.13,0.17,0.17,0.17,0.17,0.26,0.43,0.91,0.61,0.43,0.39,0.43,0.17,0.04,0.0,0.0,0.04,0.09,0.13,0.13,0.13,0.13,0.17,0.17,0.17,0.22,0.26,0.48,0.96,0.7,0.48,0.43,0.48,0.17,0.09,0.0,0.0,0.04,0.09,0.13,0.13,0.13,0.13,0.17,0.17,0.17,0.22,0.3,0.48,0.96,0.7,0.48,0.48,0.57,0.22,0.09,0.0,0.0,0.04,0.04,0.09,0.09,0.13,0.17,0.22,0.22,0.22,0.26,0.35,0.48,0.48,0.35,0.35,0.39,0.48,0.22,0.04,0.0,0.0,0.04,0.04,0.09,0.09,0.09,0.17,0.17,0.22,0.22,0.26,0.3,0.39,0.39,0.35,0.3,0.35,0.39,0.13,1
O53 OUT,0.1,0.0,0.0,0.05,0.14,0.14,0.1,0.1,0.1,0.14,0.14,0.14,0.19,0.29,0.52,1.0,0.81,0.52,0.43,0.52,0.19,0.05,0.0,0.0,0.05,0.14,0.14,0.1,0.1,0.14,0.19,0.14,0.19,0.24,0.43,0.71,0.9,0.67,0.43,0.38,0.43,0.14,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.14,0.14,0.14,0.19,0.29,0.52,0.9,0.71,0.48,0.43,0.52,0.19,0.1,0.0,0.0,0.05,0.14,0.14,0.1,0.1,0.14,0.14,0.14,0.19,0.19,0.29,0.52,1.0,0.81,0.48,0.48,0.57,0.19,0.1,0.0,0.0,0.05,0.14,0.14,0.1,0.14,0.14,0.19,0.19,0.19,0.24,0.29,0.52,0.95,0.76,0.52,0.52,0.62,0.29,0.14,0.0,0.0,0.05,0.05,0.1,0.14,0.14,0.14,0.19,0.24,0.24,0.29,0.33,0.48,0.48,0.38,0.38,0.43,0.52,0.29,0.1,0.0,0.0,0.0,0.05,0.05,0.1,0.1,0.1,0.14,0.19,0.19,0.24,0.29,0.43,0.43,0.38,0.38,0.38,0.43,0.19,1
O54 OUT,0.05,0.0,0.0,0.05,0.1,0.14,0.1,0.1,0.14,0.19,0.19,0.19,0.24,0.33,0.57,1.0,0.95,0.48,0.52,0.43,0.19,0.05,0.0,0.0,0.05,0.1,0.14,0.1,0.1,0.14,0.19,0.19,0.19,0.24,0.48,0.76,0.9,0.76,0.43,0.43,0.38,0.14,0.05,0.0,0.0,0.05,0.1,0.1,0.1,0.1,0.14,0.14,0.19,0.19,0.24,0.29,0.52,0.9,0.81,0.43,0.52,0.48,0.19,0.05,0.0,0.0,0.05,0.1,0.14,0.1,0.1,0.14,0.19,0.19,0.19,0.24,0.33,0.57,1.0,0.9,0.48,0.57,0.48,0.24,0.1,0.0,0.0,0.05,0.1,0.14,0.1,0.1,0.14,0.19,0.19,0.19,0.24,0.33,0.57,0.9,0.86,0.52,0.57,0.57,0.33,0.1,0.0,0.0,0.05,0.1,0.1,0.14,0.14,0.19,0.19,0.24,0.24,0.29,0.33,0.43,0.48,0.43,0.43,0.48,0.52,0.33,0.05,0.0,0.0,0.05,0.1,0.1,0.1,0.1,0.14,0.14,0.19,0.24,0.29,0.33,0.43,0.43,0.38,0.38,0.38,0.38,0.19,1
R02 OUT,0.04,0.0,0.0,0.08,0.31,1.0,0.54,0.23,0.15,0.15,0.15,0.19,0.15,0.19,0.31,0.38,0.27,0.15,0.15,0.15,0.04,0.0,0.0,0.0,0.04,0.31,1.0,0.54,0.23,0.12,0.15,0.15,0.15,0.15,0.23,0.31,0.35,0.23,0.15,0.15,0.12,0.04,0.04,0.0,0.0,0.04,0.27,0.92,0.46,0.19,0.12,0.15,0.15,0.15,0.15,0.19,0.31,0.38,0.23,0.19,0.19,0.15,0.08,0.04,0.0,0.0,0.08,0.35,0.96,0.54,0.23,0.15,0.15,0.15,0.19,0.15,0.19,0.31,0.42,0.27,0.19,0.19,0.15,0.08,0.04,0.0,0.0,0.08,0.31,0.96,0.5,0.27,0.15,0.15,0.19,0.19,0.15,0.23,0.35,0.42,0.27,0.19,0.19,0.19,0.08,0.04,0.0,0.0,0.04,0.12,0.19,0.23,0.23,0.23,0.19,0.19,0.23,0.23,0.23,0.35,0.31,0.19,0.19,0.23,0.19,0.08,0.04,0.0,0.0,0.04,0.12,0.19,0.19,0.19,0.19,0.19,0.19,0.23,0.23,0.27,0.31,0.27,0.19,0.19,0.19,0.15,0.08,0
