,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,cluster
BL21 OUT,0.03,0.0,0.0,0.1,0.47,0.97,0.4,0.17,0.13,0.17,0.2,0.17,0.17,0.2,0.3,0.47,0.37,0.27,0.27,0.23,0.1,0.03,0.0,0.0,0.1,0.47,1.0,0.37,0.17,0.13,0.17,0.17,0.17,0.17,0.27,0.33,0.4,0.3,0.23,0.23,0.2,0.07,0.03,0.0,0.0,0.07,0.43,0.9,0.3,0.13,0.1,0.13,0.17,0.17,0.17,0.2,0.3,0.4,0.3,0.23,0.3,0.27,0.1,0.03,0.0,0.0,0.1,0.47,1.0,0.43,0.2,0.13,0.17,0.2,0.17,0.2,0.2,0.33,0.47,0.37,0.27,0.3,0.27,0.1,0.03,0.0,0.0,0.1,0.47,0.97,0.37,0.17,0.13,0.17,0.2,0.17,0.17,0.2,0.3,0.43,0.33,0.27,0.3,0.33,0.13,0.03,0.0,0.0,0.03,0.1,0.1,0.1,0.1,0.1,0.13,0.17,0.17,0.17,0.2,0.27,0.27,0.23,0.23,0.3,0.3,0.13,0.03,0.0,0.0,0.03,0.07,0.1,0.1,0.1,0.1,0.1,0.13,0.17,0.17,0.2,0.23,0.27,0.23,0.23,0.27,0.23,0.1,0
BL22 OUT,0.0,0.0,0.0,0.1,0.33,0.57,0.37,0.2,0.2,0.23,0.23,0.23,0.23,0.3,0.47,0.73,0.5,0.33,0.27,0.2,0.07,0.0,0.0,0.0,0.07,0.3,0.6,0.37,0.2,0.2,0.23,0.23,0.2,0.23,0.43,0.57,0.67,0.43,0.27,0.23,0.17,0.07,0.0,0.0,0.0,0.07,0.27,0.57,0.33,0.2,0.2,0.23,0.23,0.23,0.23,0.3,0.47,0.7,0.43,0.3,0.3,0.2,0.07,0.03,0.0,0.0,0.1,0.3,0.6,0.4,0.23,0.23,0.27,0.27,0.23,0.27,0.33,0.53,0.8,0.5,0.33,0.3,0.23,0.07,0.03,0.0,0.0,0.1,0.3,0.6,0.4,0.23,0.27,0.3,0.3,0.3,0.3,0.4,0.67,1.0,0.63,0.4,0.37,0.3,0.13,0.03,0.0,0.0,0.07,0.17,0.2,0.23,0.27,0.37,0.37,0.37,0.4,0.37,0.47,0.57,0.5,0.37,0.33,0.37,0.37,0.1,0.03,0.0,0.0,0.07,0.07,0.13,0.17,0.23,0.3,0.3,0.33,0.37,0.37,0.4,0.47,0.43,0.33,0.27,0.27,0.17,0.07,3
BL23 OUT,0.04,0.0,0.0,0.06,0.3,0.92,0.6,0.24,0.14,0.18,0.2,0.18,0.18,0.22,0.32,0.58,0.48,0.32,0.32,0.28,0.1,0.04,0.0,0.0,0.06,0.3,0.94,0.58,0.2,0.12,0.14,0.16,0.14,0.18,0.32,0.4,0.52,0.4,0.28,0.28,0.26,0.08,0.04,0.0,0.0,0.06,0.26,0.8,0.5,0.18,0.12,0.14,0.16,0.14,0.14,0.2,0.32,0.52,0.42,0.3,0.34,0.3,0.12,0.04,0.0,0.0,0.06,0.32,1.0,0.7,0.28,0.16,0.18,0.22,0.2,0.18,0.22,0.36,0.58,0.46,0.32,0.36,0.32,0.12,0.08,0.0,0.0,0.06,0.32,1.0,0.76,0.34,0.22,0.22,0.28,0.24,0.22,0.24,0.34,0.54,0.44,0.32,0.38,0.4,0.16,0.08,0.0,0.0,0.04,0.1,0.18,0.36,0.32,0.32,0.34,0.42,0.44,0.42,0.46,0.5,0.46,0.3,0.26,0.34,0.32,0.16,0.04,0.0,0.0,0.04,0.08,0.1,0.24,0.22,0.2,0.2,0.24,0.26,0.24,0.24,0.26,0.26,0.24,0.24,0.28,0.24,0.1,0
BR01 OUT,0.0,0.0,0.0,0.0,0.15,0.31,0.31,0.46,0.38,0.31,0.31,0.23,0.23,0.15,0.15,0.38,0.31,0.23,0.15,0.15,0.08,0.0,0.0,0.0,0.0,0.15,0.38,0.54,0.69,0.54,0.46,0.38,0.31,0.23,0.23,0.31,0.31,0.23,0.15,0.15,0.15,0.08,0.0,0.0,0.0,0.0,0.15,0.31,0.31,0.54,0.46,0.46,0.38,0.31,0.23,0.15,0.23,0.38,0.23,0.15,0.15,0.23,0.08,0.0,0.0,0.0,0.0,0.15,0.31,0.46,0.62,0.62,0.46,0.46,0.31,0.23,0.23,0.23,0.38,0.31,0.15,0.23,0.23,0.08,0.08,0.0,0.0,0.0,0.15,0.38,0.46,0.69,0.62,0.46,0.38,0.38,0.23,0.23,0.23,0.38,0.31,0.23,0.23,0.23,0.08,0.08,0.0,0.0,0.0,0.08,0.31,0.62,1.0,1.0,0.77,0.62,0.54,0.62,0.69,0.62,0.38,0.23,0.15,0.15,0.15,0.08,0.0,0.0,0.0,0.0,0.08,0.31,0.69,1.0,1.0,0.69,0.62,0.62,0.46,0.23,0.23,0.15,0.15,0.15,0.15,0.15,0.08,2
BR02 OUT,0.0,0.0,0.0,0.2,0.8,0.6,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.4,0.6,1.0,0.8,0.6,0.6,0.4,0.2,0.0,0.0,0.0,0.2,0.8,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,0.8,1.0,0.8,0.6,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.6,1.0,0.8,0.6,0.6,0.4,0.2,0.0,0.0,0.0,0.2,0.6,0.6,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.4,0.6,1.0,0.8,0.6,0.6,0.6,0.2,0.2,0.0,0.0,0.2,0.6,0.6,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.6,0.8,0.8,0.6,0.6,0.6,0.2,0.2,0.0,0.0,0.2,0.2,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,3
BR03 OUT,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.0,0.33,0.33,0.33,0.33,0.33,0.67,1.0,1.0,0.67,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.33,0.33,0.33,0.67,0.67,1.0,1.0,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.67,1.0,1.0,0.67,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.67,1.0,1.0,0.67,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.33,0.33,0.33,0.33,0.33,0.67,1.0,1.0,0.67,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1
BR04 OUT,0.05,0.0,0.0,0.09,0.36,0.36,0.27,0.23,0.18,0.23,0.23,0.23,0.23,0.27,0.5,1.0,0.77,0.45,0.36,0.32,0.09,0.05,0.0,0.0,0.09,0.36,0.41,0.27,0.23,0.18,0.23,0.23,0.23,0.27,0.41,0.64,0.86,0.64,0.41,0.36,0.27,0.09,0.05,0.0,0.0,0.09,0.32,0.36,0.23,0.18,0.18,0.23,0.23,0.23,0.23,0.27,0.5,0.95,0.73,0.41,0.41,0.32,0.09,0.05,0.0,0.0,0.09,0.32,0.36,0.23,0.18,0.18,0.23,0.23,0.23,0.23,0.32,0.5,0.95,0.77,0.45,0.45,0.36,0.14,0.09,0.0,0.0,0.09,0.36,0.41,0.27,0.18,0.18,0.23,0.23,0.23,0.23,0.32,0.45,0.82,0.68,0.41,0.45,0.45,0.14,0.09,0.0,0.0,0.05,0.14,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.23,0.27,0.32,0.32,0.32,0.27,0.36,0.32,0.14,0.05,0.0,0.0,0.05,0.09,0.09,0.14,0.14,0.14,0.14,0.18,0.18,0.18,0.23,0.32,0.32,0.27,0.27,0.27,0.23,0.09,1
BR05 OUT,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,1.0,0.8,0.6,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.6,1.0,0.6,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,1.0,0.8,0.4,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.4,1.0,0.8,0.6,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.8,0.8,0.4,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.2,1
BR06 OUT,0.0,0.0,0.0,0.0,0.17,0.33,0.33,0.17,0.17,0.17,0.17,0.33,0.33,0.33,0.5,1.0,0.67,0.5,0.5,0.5,0.17,0.0,0.0,0.0,0.0,0.17,0.33,0.33,0.17,0.17,0.33,0.17,0.17,0.33,0.5,0.67,0.83,0.67,0.5,0.5,0.33,0.17,0.0,0.0,0.0,0.0,0.17,0.33,0.17,0.17,0.17,0.17,0.17,0.33,0.17,0.33,0.5,0.83,0.67,0.5,0.67,0.5,0.17,0.0,0.0,0.0,0.0,0.17,0.33,0.17,0.17,0.17,0.33,0.33,0.17,0.33,0.33,0.5,0.83,0.67,0.5,0.67,0.5,0.17,0.17,0.0,0.0,0.0,0.17,0.33,0.33,0.17,0.17,0.33,0.33,0.33,0.33,0.33,0.5,0.83,0.67,0.5,0.67,0.67,0.33,0.17,0.0,0.0,0.0,0.17,0.17,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.5,0.5,0.33,0.33,0.5,0.5,0.17,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.17,0.17,0.17,0.33,0.33,0.5,0.5,0.5,0.5,0.33,0.5,0.5,0.33,0.17,1
BR07 OUT,0.07,0.0,0.0,0.07,0.4,1.0,0.53,0.27,0.27,0.27,0.27,0.27,0.27,0.33,0.53,1.0,0.73,0.47,0.4,0.33,0.13,0.07,0.0,0.0,0.07,0.4,1.0,0.53,0.27,0.27,0.27,0.33,0.27,0.33,0.47,0.67,0.87,0.6,0.4,0.33,0.27,0.13,0.07,0.0,0.0,0.07,0.33,0.87,0.53,0.27,0.2,0.27,0.33,0.27,0.27,0.33,0.6,0.93,0.67,0.4,0.4,0.33,0.13,0.07,0.0,0.0,0.07,0.4,1.0,0.6,0.27,0.27,0.33,0.33,0.27,0.27,0.4,0.6,1.0,0.73,0.47,0.47,0.33,0.13,0.07,0.0,0.0,0.07,0.4,1.0,0.53,0.33,0.27,0.27,0.33,0.33,0.33,0.4,0.6,1.0,0.8,0.47,0.47,0.4,0.2,0.07,0.0,0.0,0.07,0.13,0.2,0.27,0.27,0.33,0.33,0.33,0.33,0.33,0.4,0.47,0.53,0.4,0.4,0.47,0.4,0.2,0.07,0.0,0.0,0.07,0.07,0.13,0.2,0.2,0.27,0.27,0.27,0.27,0.27,0.33,0.47,0.47,0.33,0.4,0.33,0.27,0.13,3
BR08 OUT,0.04,0.0,0.0,0.04,0.3,0.96,0.52,0.26,0.26,0.26,0.3,0.26,0.26,0.3,0.43,0.74,0.48,0.26,0.22,0.17,0.04,0.04,0.0,0.0,0.04,0.3,1.0,0.52,0.26,0.22,0.26,0.3,0.26,0.26,0.35,0.48,0.61,0.43,0.22,0.22,0.17,0.09,0.04,0.0,0.0,0.04,0.26,0.91,0.48,0.26,0.22,0.26,0.3,0.26,0.26,0.3,0.43,0.7,0.43,0.26,0.26,0.22,0.09,0.04,0.0,0.0,0.04,0.3,0.96,0.57,0.26,0.26,0.3,0.35,0.26,0.26,0.3,0.43,0.74,0.52,0.26,0.26,0.22,0.09,0.04,0.0,0.0,0.04,0.3,0.96,0.52,0.26,0.26,0.3,0.35,0.3,0.3,0.3,0.43,0.74,0.52,0.26,0.26,0.26,0.13,0.04,0.0,0.0,0.04,0.13,0.3,0.3,0.22,0.26,0.3,0.35,0.3,0.26,0.3,0.35,0.35,0.26,0.22,0.26,0.22,0.09,0.04,0.0,0.0,0.04,0.09,0.22,0.22,0.17,0.17,0.26,0.26,0.22,0.26,0.26,0.3,0.26,0.22,0.22,0.22,0.17,0.09,0
BR12 OUT,0.03,0.0,0.0,0.06,0.29,0.97,0.45,0.19,0.16,0.19,0.19,0.16,0.16,0.19,0.29,0.52,0.35,0.19,0.19,0.16,0.06,0.03,0.0,0.0,0.06,0.29,1.0,0.45,0.19,0.16,0.19,0.23,0.16,0.19,0.29,0.35,0.45,0.29,0.16,0.16,0.13,0.06,0.03,0.0,0.0,0.03,0.26,0.9,0.42,0.19,0.16,0.19,0.19,0.19,0.19,0.19,0.32,0.52,0.32,0.19,0.19,0.16,0.06,0.03,0.0,0.0,0.06,0.29,1.0,0.48,0.19,0.16,0.19,0.23,0.16,0.19,0.23,0.32,0.55,0.39,0.19,0.23,0.19,0.06,0.03,0.0,0.0,0.06,0.29,0.97,0.45,0.19,0.19,0.23,0.23,0.19,0.19,0.23,0.32,0.55,0.39,0.23,0.26,0.23,0.1,0.03,0.0,0.0,0.03,0.1,0.16,0.16,0.16,0.19,0.23,0.23,0.19,0.19,0.23,0.29,0.29,0.19,0.19,0.23,0.19,0.1,0.03,0.0,0.0,0.03,0.06,0.13,0.13,0.13,0.16,0.16,0.16,0.16,0.19,0.19,0.26,0.23,0.16,0.16,0.19,0.13,0.06,0
BR13 OUT,0.0,0.0,0.0,0.33,0.56,1.0,0.56,0.44,0.44,0.44,0.44,0.44,0.44,0.33,0.44,0.56,0.33,0.22,0.11,0.11,0.0,0.0,0.0,0.0,0.22,0.44,1.0,0.56,0.33,0.44,0.33,0.33,0.33,0.33,0.44,0.44,0.44,0.22,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.22,0.44,1.0,0.44,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.44,0.22,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.22,0.44,1.0,0.56,0.44,0.44,0.44,0.44,0.33,0.33,0.33,0.44,0.56,0.33,0.22,0.22,0.11,0.0,0.0,0.0,0.0,0.22,0.56,1.0,0.56,0.33,0.44,0.44,0.56,0.44,0.44,0.44,0.56,0.56,0.33,0.22,0.22,0.11,0.0,0.0,0.0,0.0,0.22,0.22,0.44,0.33,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.33,0.33,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.22,0.22,0.33,0.44,0.33,0.44,0.44,0.44,0.44,0.56,0.44,0.44,0.33,0.22,0.11,0.11,0.11,0.0,2
BR14 OUT,0.09,0.0,0.0,0.09,0.55,0.64,0.45,0.27,0.27,0.45,0.36,0.27,0.36,0.36,0.55,1.0,0.64,0.45,0.45,0.36,0.09,0.0,0.0,0.0,0.09,0.55,0.73,0.55,0.27,0.27,0.36,0.36,0.36,0.27,0.55,0.64,0.82,0.55,0.36,0.36,0.27,0.09,0.09,0.0,0.0,0.09,0.55,0.64,0.36,0.27,0.27,0.36,0.36,0.36,0.27,0.36,0.55,1.0,0.64,0.36,0.45,0.36,0.18,0.09,0.0,0.0,0.09,0.55,0.73,0.45,0.27,0.27,0.36,0.36,0.36,0.27,0.36,0.64,1.0,0.64,0.45,0.45,0.45,0.18,0.09,0.0,0.0,0.09,0.55,0.64,0.45,0.27,0.27,0.36,0.36,0.36,0.36,0.36,0.64,0.91,0.64,0.45,0.45,0.45,0.18,0.09,0.0,0.0,0.09,0.18,0.36,0.36,0.27,0.36,0.45,0.45,0.36,0.36,0.45,0.55,0.45,0.36,0.36,0.36,0.36,0.18,0.09,0.0,0.0,0.0,0.18,0.27,0.27,0.27,0.27,0.27,0.36,0.36,0.36,0.36,0.45,0.45,0.36,0.36,0.36,0.27,0.18,3
BR15 OUT,0.0,0.0,0.0,0.07,0.33,0.93,0.53,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.47,0.73,0.53,0.27,0.27,0.2,0.07,0.0,0.0,0.0,0.07,0.4,1.0,0.53,0.33,0.4,0.33,0.33,0.33,0.27,0.4,0.47,0.67,0.4,0.27,0.2,0.13,0.07,0.0,0.0,0.0,0.07,0.33,0.87,0.47,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.53,0.8,0.47,0.27,0.27,0.2,0.07,0.0,0.0,0.0,0.07,0.33,0.87,0.53,0.4,0.4,0.33,0.4,0.33,0.33,0.33,0.53,0.8,0.53,0.27,0.27,0.2,0.07,0.07,0.0,0.0,0.07,0.33,0.87,0.53,0.4,0.47,0.33,0.4,0.4,0.33,0.33,0.67,1.0,0.6,0.33,0.33,0.27,0.13,0.07,0.0,0.0,0.07,0.13,0.2,0.33,0.47,0.67,0.53,0.53,0.53,0.47,0.47,0.73,0.67,0.4,0.27,0.27,0.27,0.07,0.0,0.0,0.0,0.07,0.13,0.2,0.33,0.47,0.73,0.6,0.47,0.47,0.4,0.47,0.6,0.53,0.33,0.27,0.2,0.2,0.07,2
BR16 OUT,0.02,0.0,0.0,0.03,0.16,0.98,0.58,0.13,0.06,0.08,0.08,0.06,0.05,0.05,0.08,0.15,0.11,0.06,0.05,0.05,0.02,0.0,0.0,0.0,0.03,0.18,1.0,0.61,0.13,0.08,0.08,0.08,0.06,0.06,0.08,0.1,0.13,0.1,0.05,0.05,0.05,0.02,0.0,0.0,0.0,0.03,0.15,0.89,0.53,0.11,0.06,0.08,0.08,0.06,0.05,0.06,0.1,0.16,0.11,0.06,0.05,0.05,0.02,0.02,0.0,0.0,0.03,0.16,0.98,0.61,0.13,0.08,0.08,0.1,0.08,0.06,0.06,0.1,0.16,0.11,0.06,0.06,0.06,0.02,0.02,0.0,0.0,0.03,0.16,0.97,0.58,0.13,0.08,0.08,0.1,0.08,0.06,0.06,0.1,0.16,0.11,0.06,0.06,0.06,0.03,0.02,0.0,0.0,0.02,0.03,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.08,0.06,0.05,0.06,0.06,0.03,0.0,0.0,0.0,0.02,0.02,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.08,0.06,0.05,0.05,0.06,0.05,0.02,0
BR17 OUT,0.02,0.0,0.0,0.04,0.2,1.0,0.5,0.12,0.08,0.08,0.1,0.08,0.08,0.08,0.12,0.22,0.18,0.1,0.1,0.08,0.02,0.0,0.0,0.0,0.02,0.22,1.0,0.52,0.12,0.08,0.08,0.1,0.08,0.08,0.12,0.16,0.2,0.14,0.08,0.08,0.08,0.02,0.02,0.0,0.0,0.02,0.18,0.9,0.44,0.1,0.08,0.08,0.1,0.08,0.08,0.08,0.14,0.24,0.16,0.1,0.1,0.08,0.04,0.02,0.0,0.0,0.04,0.22,1.0,0.5,0.12,0.08,0.08,0.12,0.1,0.08,0.08,0.14,0.24,0.18,0.1,0.12,0.1,0.04,0.02,0.0,0.0,0.02,0.2,0.98,0.5,0.14,0.1,0.1,0.12,0.1,0.08,0.1,0.16,0.24,0.18,0.1,0.12,0.12,0.06,0.02,0.0,0.0,0.02,0.04,0.08,0.08,0.06,0.08,0.08,0.1,0.1,0.08,0.1,0.12,0.1,0.08,0.08,0.1,0.1,0.04,0.02,0.0,0.0,0.02,0.02,0.06,0.06,0.06,0.06,0.06,0.08,0.08,0.08,0.08,0.1,0.1,0.08,0.1,0.1,0.08,0.04,0
BR18 OUT,0.0,0.0,0.0,0.0,0.43,0.43,0.29,0.14,0.14,0.29,0.29,0.29,0.29,0.29,0.57,1.0,0.71,0.43,0.43,0.43,0.14,0.0,0.0,0.0,0.0,0.43,0.43,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.57,0.71,0.86,0.57,0.43,0.43,0.43,0.14,0.0,0.0,0.0,0.0,0.43,0.57,0.29,0.29,0.14,0.29,0.29,0.29,0.29,0.29,0.57,0.86,0.71,0.43,0.43,0.43,0.14,0.0,0.0,0.0,0.0,0.57,0.43,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.57,0.86,0.71,0.57,0.57,0.43,0.14,0.14,0.0,0.0,0.0,0.57,0.57,0.43,0.29,0.29,0.29,0.29,0.29,0.29,0.43,0.57,0.86,0.71,0.43,0.57,0.57,0.29,0.14,0.0,0.0,0.0,0.14,0.14,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.43,0.43,0.43,0.43,0.43,0.57,0.43,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.29,0.29,0.29,0.29,0.43,0.43,0.43,0.43,0.43,0.43,0.29,0.14,3
BR19 OUT,0.07,0.0,0.0,0.07,0.14,0.21,0.21,0.21,0.21,0.29,0.29,0.21,0.29,0.29,0.57,1.0,0.79,0.5,0.43,0.36,0.14,0.07,0.0,0.0,0.07,0.14,0.29,0.21,0.21,0.21,0.29,0.29,0.21,0.29,0.5,0.71,0.93,0.64,0.43,0.36,0.29,0.14,0.07,0.0,0.0,0.07,0.14,0.21,0.21,0.14,0.21,0.29,0.29,0.21,0.29,0.36,0.57,1.0,0.71,0.43,0.43,0.36,0.14,0.07,0.0,0.0,0.07,0.14,0.21,0.21,0.21,0.21,0.29,0.29,0.29,0.29,0.36,0.57,1.0,0.79,0.5,0.43,0.43,0.14,0.07,0.0,0.0,0.07,0.14,0.29,0.21,0.21,0.21,0.29,0.29,0.29,0.29,0.36,0.57,1.0,0.71,0.43,0.5,0.5,0.21,0.07,0.0,0.0,0.07,0.14,0.21,0.21,0.29,0.29,0.29,0.36,0.29,0.36,0.43,0.5,0.5,0.43,0.36,0.5,0.43,0.21,0.07,0.0,0.0,0.0,0.07,0.14,0.14,0.21,0.21,0.29,0.36,0.29,0.29,0.36,0.43,0.5,0.36,0.36,0.43,0.36,0.14,1
BR20 OUT,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,1.0,0.8,0.6,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.6,1.0,0.6,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.6,1.0,0.6,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,1.0,0.8,0.6,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.6,1.0,0.6,0.4,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.4,0.2,0.2,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.2,1
BR21 OUT,0.0,0.0,0.0,0.08,0.25,0.58,0.33,0.17,0.17,0.25,0.25,0.25,0.25,0.33,0.58,1.0,0.75,0.5,0.42,0.33,0.17,0.0,0.0,0.0,0.08,0.17,0.58,0.33,0.17,0.17,0.25,0.25,0.25,0.25,0.5,0.67,0.83,0.67,0.42,0.42,0.33,0.08,0.08,0.0,0.0,0.08,0.17,0.5,0.33,0.17,0.17,0.17,0.25,0.25,0.25,0.33,0.58,0.92,0.75,0.42,0.5,0.42,0.17,0.08,0.0,0.0,0.08,0.25,0.58,0.33,0.17,0.17,0.25,0.25,0.25,0.25,0.33,0.58,1.0,0.75,0.5,0.5,0.42,0.17,0.08,0.0,0.0,0.08,0.17,0.5,0.33,0.17,0.17,0.25,0.25,0.25,0.25,0.33,0.58,0.92,0.75,0.5,0.5,0.5,0.25,0.08,0.0,0.0,0.0,0.08,0.17,0.17,0.17,0.17,0.25,0.25,0.25,0.25,0.33,0.42,0.42,0.33,0.42,0.42,0.42,0.17,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.17,0.17,0.17,0.25,0.25,0.33,0.42,0.42,0.33,0.42,0.42,0.33,0.17,1
BR22 OUT,0.08,0.0,0.0,0.0,0.23,0.23,0.15,0.15,0.15,0.15,0.23,0.23,0.23,0.31,0.54,1.0,0.92,0.54,0.46,0.38,0.15,0.0,0.0,0.0,0.0,0.23,0.31,0.15,0.15,0.15,0.23,0.23,0.23,0.23,0.54,0.69,0.92,0.69,0.46,0.38,0.38,0.15,0.08,0.0,0.0,0.0,0.15,0.23,0.15,0.15,0.15,0.15,0.23,0.23,0.23,0.31,0.54,1.0,0.77,0.46,0.46,0.46,0.15,0.08,0.0,0.0,0.08,0.23,0.31,0.15,0.15,0.15,0.23,0.23,0.23,0.23,0.31,0.54,1.0,0.85,0.54,0.54,0.46,0.15,0.08,0.0,0.0,0.08,0.23,0.31,0.23,0.15,0.15,0.23,0.23,0.23,0.23,0.31,0.54,0.92,0.77,0.46,0.54,0.54,0.23,0.08,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.23,0.23,0.31,0.31,0.31,0.31,0.46,0.46,0.38,0.38,0.46,0.46,0.23,0.08,0.0,0.0,0.0,0.08,0.08,0.15,0.15,0.15,0.15,0.23,0.31,0.31,0.38,0.46,0.46,0.38,0.38,0.46,0.38,0.15,1
