,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146
O10 OUT,0.03,0.0,0.0,0.07,0.31,0.97,0.48,0.24,0.24,0.24,0.24,0.24,0.21,0.24,0.34,0.59,0.41,0.28,0.31,0.24,0.1,0.03,0.0,0.0,0.07,0.34,1.0,0.48,0.24,0.24,0.24,0.24,0.24,0.24,0.31,0.41,0.52,0.38,0.24,0.28,0.21,0.07,0.03,0.0,0.0,0.07,0.28,0.86,0.41,0.21,0.21,0.24,0.28,0.24,0.24,0.24,0.34,0.55,0.41,0.31,0.31,0.28,0.1,0.03,0.0,0.0,0.1,0.34,1.0,0.45,0.24,0.24,0.24,0.28,0.24,0.24,0.24,0.38,0.59,0.45,0.31,0.34,0.28,0.1,0.07,0.0,0.0,0.07,0.31,0.93,0.45,0.24,0.28,0.28,0.28,0.24,0.24,0.28,0.41,0.66,0.52,0.31,0.34,0.34,0.17,0.07,0.0,0.0,0.07,0.1,0.21,0.21,0.24,0.31,0.31,0.31,0.28,0.28,0.31,0.38,0.41,0.34,0.31,0.34,0.31,0.17,0.03,0.0,0.0,0.03,0.07,0.17,0.17,0.21,0.24,0.24,0.28,0.24,0.24,0.28,0.34,0.31,0.28,0.28,0.31,0.24,0.1
O11 IN,0.03,0.0,0.0,0.08,0.21,0.38,0.26,0.23,0.21,0.28,0.28,0.26,0.26,0.31,0.51,0.95,0.67,0.38,0.33,0.26,0.1,0.03,0.0,0.0,0.08,0.21,0.41,0.26,0.21,0.21,0.26,0.28,0.26,0.28,0.46,0.59,0.85,0.56,0.33,0.28,0.23,0.08,0.05,0.0,0.0,0.05,0.18,0.38,0.23,0.18,0.21,0.26,0.28,0.26,0.26,0.31,0.51,0.9,0.59,0.36,0.33,0.28,0.1,0.03,0.0,0.0,0.08,0.21,0.41,0.28,0.23,0.23,0.28,0.28,0.26,0.28,0.33,0.54,1.0,0.64,0.41,0.33,0.28,0.1,0.05,0.0,0.0,0.08,0.21,0.41,0.28,0.23,0.26,0.28,0.31,0.28,0.28,0.33,0.54,1.0,0.69,0.46,0.38,0.31,0.13,0.05,0.0,0.0,0.08,0.13,0.18,0.23,0.26,0.28,0.33,0.33,0.31,0.28,0.33,0.44,0.41,0.31,0.28,0.26,0.21,0.1,0.03,0.0,0.0,0.05,0.1,0.15,0.18,0.23,0.28,0.28,0.31,0.31,0.28,0.33,0.41,0.41,0.33,0.28,0.26,0.18,0.1
O11 OUT,0.02,0.0,0.0,0.11,0.41,0.98,0.43,0.23,0.23,0.25,0.25,0.23,0.2,0.23,0.32,0.45,0.32,0.18,0.18,0.14,0.05,0.02,0.0,0.0,0.09,0.41,1.0,0.45,0.23,0.2,0.25,0.25,0.2,0.2,0.27,0.32,0.39,0.27,0.16,0.16,0.11,0.05,0.02,0.0,0.0,0.09,0.36,0.89,0.36,0.2,0.2,0.23,0.25,0.23,0.2,0.23,0.32,0.43,0.3,0.18,0.18,0.14,0.05,0.02,0.0,0.0,0.11,0.41,1.0,0.43,0.25,0.2,0.25,0.27,0.23,0.2,0.23,0.32,0.45,0.32,0.2,0.2,0.16,0.07,0.05,0.0,0.0,0.09,0.39,0.98,0.43,0.23,0.23,0.25,0.27,0.25,0.23,0.25,0.36,0.5,0.34,0.2,0.23,0.18,0.09,0.05,0.0,0.0,0.07,0.14,0.18,0.23,0.23,0.25,0.3,0.32,0.27,0.25,0.25,0.32,0.32,0.23,0.2,0.23,0.2,0.09,0.02,0.0,0.0,0.07,0.14,0.16,0.23,0.23,0.25,0.3,0.3,0.25,0.25,0.25,0.3,0.27,0.2,0.2,0.2,0.16,0.07
O12 IN,0.06,0.0,0.0,0.12,0.5,1.0,0.56,0.37,0.37,0.37,0.37,0.37,0.31,0.44,0.56,0.87,0.62,0.37,0.31,0.25,0.12,0.0,0.0,0.0,0.12,0.44,1.0,0.62,0.37,0.31,0.37,0.31,0.31,0.37,0.5,0.62,0.81,0.56,0.31,0.25,0.19,0.06,0.06,0.0,0.0,0.06,0.37,0.94,0.5,0.37,0.31,0.37,0.37,0.31,0.31,0.37,0.56,0.87,0.56,0.37,0.31,0.25,0.12,0.06,0.0,0.0,0.12,0.44,1.0,0.62,0.37,0.37,0.37,0.37,0.31,0.31,0.44,0.62,0.94,0.69,0.44,0.37,0.25,0.12,0.06,0.0,0.0,0.12,0.44,1.0,0.62,0.44,0.37,0.44,0.37,0.37,0.37,0.44,0.69,1.0,0.81,0.62,0.5,0.37,0.19,0.06,0.0,0.0,0.06,0.19,0.37,0.44,0.5,0.56,0.56,0.56,0.5,0.44,0.5,0.62,0.62,0.56,0.44,0.37,0.31,0.19,0.06,0.0,0.0,0.06,0.12,0.25,0.37,0.37,0.5,0.44,0.44,0.37,0.44,0.44,0.5,0.56,0.5,0.5,0.5,0.37,0.19
O12 OUT,0.06,0.0,0.0,0.12,0.5,0.94,0.37,0.25,0.25,0.31,0.31,0.25,0.31,0.31,0.5,0.75,0.56,0.37,0.37,0.31,0.12,0.0,0.0,0.0,0.12,0.44,1.0,0.44,0.31,0.25,0.31,0.31,0.25,0.31,0.44,0.56,0.62,0.44,0.31,0.31,0.25,0.06,0.06,0.0,0.0,0.12,0.37,0.87,0.37,0.25,0.25,0.25,0.31,0.25,0.31,0.31,0.5,0.69,0.5,0.37,0.37,0.31,0.12,0.06,0.0,0.0,0.12,0.44,0.94,0.44,0.31,0.25,0.31,0.31,0.31,0.31,0.37,0.5,0.75,0.56,0.37,0.37,0.31,0.12,0.06,0.0,0.0,0.12,0.44,0.94,0.44,0.31,0.31,0.31,0.31,0.31,0.31,0.37,0.5,0.75,0.5,0.37,0.44,0.37,0.19,0.06,0.0,0.0,0.12,0.31,0.25,0.31,0.31,0.37,0.37,0.44,0.37,0.37,0.37,0.5,0.44,0.37,0.31,0.37,0.37,0.19,0.06,0.0,0.0,0.12,0.25,0.19,0.25,0.31,0.31,0.31,0.37,0.37,0.37,0.37,0.37,0.37,0.31,0.31,0.31,0.25,0.12
O13 IN,0.05,0.0,0.0,0.11,0.37,0.95,0.47,0.26,0.21,0.21,0.26,0.21,0.21,0.21,0.26,0.32,0.26,0.21,0.21,0.16,0.11,0.05,0.0,0.0,0.11,0.42,1.0,0.47,0.26,0.21,0.21,0.26,0.21,0.21,0.21,0.26,0.26,0.21,0.16,0.16,0.16,0.05,0.05,0.0,0.0,0.11,0.32,0.84,0.42,0.26,0.21,0.21,0.26,0.21,0.21,0.21,0.26,0.32,0.26,0.16,0.21,0.16,0.11,0.05,0.0,0.0,0.11,0.37,0.95,0.47,0.26,0.21,0.21,0.26,0.21,0.21,0.21,0.26,0.32,0.26,0.21,0.21,0.16,0.11,0.05,0.0,0.0,0.11,0.37,0.95,0.47,0.32,0.26,0.26,0.26,0.21,0.21,0.21,0.32,0.37,0.26,0.21,0.26,0.26,0.11,0.05,0.0,0.0,0.11,0.16,0.26,0.32,0.32,0.37,0.32,0.37,0.32,0.26,0.32,0.37,0.32,0.26,0.26,0.26,0.26,0.16,0.05,0.0,0.0,0.05,0.11,0.21,0.26,0.26,0.32,0.26,0.32,0.26,0.26,0.26,0.26,0.26,0.21,0.26,0.21,0.16,0.11
O13 OUT,0.06,0.0,0.0,0.06,0.12,0.19,0.19,0.19,0.19,0.25,0.25,0.25,0.25,0.31,0.56,1.0,0.75,0.44,0.37,0.44,0.12,0.06,0.0,0.0,0.06,0.12,0.19,0.19,0.19,0.19,0.25,0.25,0.25,0.25,0.44,0.69,0.87,0.69,0.37,0.31,0.37,0.12,0.06,0.0,0.0,0.06,0.12,0.19,0.12,0.19,0.19,0.25,0.25,0.25,0.25,0.31,0.56,0.81,0.75,0.44,0.37,0.44,0.19,0.06,0.0,0.0,0.06,0.12,0.19,0.19,0.19,0.19,0.25,0.25,0.25,0.25,0.31,0.62,0.94,0.75,0.5,0.44,0.44,0.19,0.12,0.0,0.0,0.06,0.12,0.19,0.19,0.19,0.19,0.25,0.25,0.25,0.25,0.31,0.62,0.94,0.81,0.5,0.5,0.56,0.25,0.12,0.0,0.0,0.06,0.06,0.12,0.19,0.19,0.25,0.25,0.31,0.31,0.37,0.37,0.56,0.62,0.56,0.44,0.5,0.5,0.25,0.06,0.0,0.0,0.06,0.06,0.12,0.12,0.19,0.19,0.25,0.25,0.31,0.31,0.31,0.5,0.5,0.5,0.44,0.37,0.44,0.12
O14 IN,0.0,0.0,0.0,0.09,0.41,1.0,0.45,0.23,0.18,0.23,0.23,0.18,0.14,0.14,0.27,0.27,0.18,0.09,0.09,0.09,0.05,0.0,0.0,0.0,0.09,0.41,1.0,0.45,0.23,0.18,0.23,0.18,0.18,0.14,0.18,0.27,0.23,0.14,0.09,0.09,0.09,0.05,0.0,0.0,0.0,0.09,0.36,0.86,0.41,0.23,0.18,0.18,0.23,0.18,0.14,0.14,0.23,0.23,0.18,0.09,0.09,0.09,0.05,0.0,0.0,0.0,0.09,0.41,1.0,0.45,0.27,0.18,0.23,0.23,0.18,0.14,0.18,0.27,0.32,0.18,0.09,0.09,0.09,0.05,0.0,0.0,0.0,0.09,0.41,1.0,0.45,0.27,0.23,0.23,0.23,0.18,0.14,0.18,0.27,0.32,0.23,0.14,0.14,0.09,0.05,0.0,0.0,0.0,0.05,0.14,0.23,0.27,0.27,0.27,0.27,0.32,0.23,0.23,0.23,0.27,0.23,0.14,0.09,0.09,0.09,0.05,0.0,0.0,0.0,0.05,0.14,0.18,0.23,0.23,0.27,0.23,0.23,0.23,0.18,0.18,0.27,0.23,0.14,0.09,0.09,0.09,0.05
O14 OUT,0.07,0.0,0.0,0.07,0.27,0.33,0.2,0.2,0.2,0.2,0.2,0.2,0.27,0.33,0.53,1.0,0.73,0.47,0.4,0.4,0.13,0.07,0.0,0.0,0.07,0.27,0.33,0.2,0.2,0.2,0.2,0.2,0.2,0.27,0.47,0.73,0.93,0.6,0.4,0.4,0.33,0.13,0.07,0.0,0.0,0.07,0.2,0.27,0.13,0.13,0.13,0.2,0.2,0.2,0.2,0.27,0.53,0.93,0.6,0.47,0.4,0.47,0.2,0.07,0.0,0.0,0.07,0.27,0.33,0.2,0.2,0.2,0.2,0.27,0.2,0.2,0.33,0.53,1.0,0.73,0.47,0.47,0.47,0.2,0.13,0.0,0.0,0.07,0.27,0.33,0.2,0.2,0.2,0.2,0.27,0.2,0.27,0.33,0.53,0.93,0.67,0.47,0.47,0.53,0.27,0.07,0.0,0.0,0.07,0.13,0.2,0.27,0.2,0.2,0.27,0.27,0.27,0.27,0.33,0.47,0.4,0.33,0.33,0.47,0.47,0.27,0.07,0.0,0.0,0.07,0.13,0.13,0.13,0.13,0.2,0.2,0.27,0.27,0.27,0.33,0.4,0.4,0.33,0.33,0.4,0.33,0.2
O15 IN,0.0,0.0,0.0,0.08,0.42,0.92,0.42,0.25,0.17,0.25,0.25,0.17,0.17,0.17,0.25,0.42,0.25,0.17,0.17,0.17,0.08,0.0,0.0,0.0,0.08,0.42,1.0,0.5,0.25,0.17,0.25,0.25,0.17,0.17,0.25,0.33,0.42,0.25,0.17,0.17,0.08,0.08,0.0,0.0,0.0,0.08,0.33,0.83,0.42,0.17,0.17,0.25,0.25,0.17,0.17,0.17,0.25,0.33,0.25,0.17,0.17,0.17,0.08,0.0,0.0,0.0,0.08,0.33,0.92,0.42,0.25,0.25,0.25,0.25,0.17,0.17,0.17,0.25,0.42,0.33,0.17,0.17,0.17,0.08,0.08,0.0,0.0,0.08,0.42,0.92,0.42,0.25,0.25,0.25,0.25,0.17,0.17,0.25,0.33,0.5,0.33,0.25,0.17,0.17,0.08,0.08,0.0,0.0,0.08,0.17,0.25,0.33,0.33,0.33,0.33,0.33,0.25,0.25,0.33,0.33,0.33,0.33,0.25,0.17,0.17,0.08,0.0,0.0,0.0,0.08,0.17,0.17,0.25,0.25,0.33,0.33,0.33,0.33,0.25,0.25,0.33,0.33,0.25,0.25,0.17,0.17,0.08
O15 OUT,0.0,0.0,0.0,0.12,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.37,0.62,1.0,0.87,0.5,0.5,0.37,0.12,0.0,0.0,0.0,0.12,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.37,0.37,0.5,0.75,1.0,0.62,0.37,0.5,0.37,0.12,0.12,0.0,0.0,0.12,0.25,0.37,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.37,0.62,1.0,0.75,0.37,0.5,0.37,0.25,0.0,0.0,0.0,0.12,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.37,0.62,1.0,0.75,0.5,0.5,0.5,0.12,0.12,0.0,0.0,0.12,0.25,0.5,0.37,0.25,0.37,0.37,0.25,0.25,0.37,0.37,0.62,1.0,0.87,0.5,0.62,0.5,0.25,0.12,0.0,0.0,0.12,0.12,0.25,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.5,0.62,0.62,0.5,0.37,0.5,0.5,0.25,0.0,0.0,0.0,0.12,0.12,0.25,0.25,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.62,0.5,0.37,0.37,0.37,0.37,0.12
O16 IN,0.0,0.0,0.0,0.0,0.17,0.42,0.17,0.08,0.08,0.08,0.17,0.08,0.17,0.17,0.33,1.0,0.58,0.25,0.17,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.42,0.17,0.17,0.08,0.08,0.17,0.17,0.17,0.33,0.5,0.83,0.5,0.17,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.33,0.17,0.08,0.08,0.08,0.17,0.08,0.08,0.17,0.33,0.75,0.5,0.17,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.42,0.17,0.17,0.08,0.17,0.17,0.08,0.17,0.17,0.42,1.0,0.58,0.25,0.17,0.17,0.08,0.0,0.0,0.0,0.0,0.17,0.42,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.42,1.0,0.67,0.25,0.17,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.17,0.17,0.08,0.08,0.08,0.17,0.17,0.17,0.08,0.08,0.08,0.08,0.0
O16 OUT,0.0,0.0,0.0,0.07,0.47,1.0,0.27,0.07,0.07,0.07,0.13,0.07,0.13,0.07,0.13,0.2,0.2,0.13,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.47,1.0,0.27,0.07,0.07,0.07,0.13,0.07,0.07,0.13,0.2,0.2,0.13,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.33,0.73,0.2,0.07,0.07,0.07,0.13,0.07,0.07,0.07,0.13,0.2,0.13,0.07,0.13,0.07,0.07,0.0,0.0,0.0,0.07,0.47,1.0,0.27,0.07,0.07,0.13,0.13,0.13,0.13,0.13,0.13,0.27,0.13,0.07,0.13,0.07,0.07,0.0,0.0,0.0,0.07,0.47,0.93,0.27,0.07,0.07,0.13,0.13,0.13,0.13,0.07,0.13,0.27,0.2,0.13,0.13,0.13,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.13,0.13,0.13,0.13,0.07,0.13,0.13,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.13,0.13,0.07,0.13,0.13,0.07,0.07
O17 IN,0.0,0.0,0.0,0.09,0.36,0.91,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.36,0.45,0.27,0.18,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.36,1.0,0.36,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.36,0.45,0.27,0.18,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.27,0.82,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.36,0.45,0.27,0.18,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.36,0.91,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.36,0.55,0.27,0.18,0.18,0.09,0.0,0.0,0.0,0.0,0.09,0.36,0.91,0.36,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.36,0.55,0.36,0.18,0.18,0.18,0.09,0.0,0.0,0.0,0.09,0.18,0.18,0.27,0.27,0.27,0.27,0.27,0.18,0.27,0.27,0.27,0.27,0.18,0.18,0.18,0.18,0.09,0.0,0.0,0.0,0.0,0.09,0.18,0.18,0.18,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.18,0.18,0.09,0.09
O17 OUT,0.0,0.0,0.0,0.14,0.43,0.57,0.29,0.14,0.14,0.29,0.29,0.29,0.29,0.29,0.43,1.0,0.71,0.43,0.29,0.29,0.14,0.0,0.0,0.0,0.14,0.43,0.57,0.29,0.14,0.14,0.29,0.29,0.29,0.29,0.43,0.57,0.86,0.57,0.43,0.29,0.29,0.14,0.0,0.0,0.0,0.0,0.29,0.57,0.14,0.14,0.14,0.14,0.29,0.29,0.29,0.29,0.43,0.86,0.57,0.43,0.29,0.29,0.14,0.0,0.0,0.0,0.14,0.43,0.57,0.29,0.14,0.14,0.29,0.29,0.29,0.29,0.29,0.43,0.86,0.57,0.43,0.29,0.43,0.14,0.14,0.0,0.0,0.14,0.43,0.57,0.29,0.14,0.14,0.29,0.29,0.29,0.29,0.29,0.57,1.0,0.71,0.43,0.43,0.43,0.14,0.14,0.0,0.0,0.0,0.14,0.14,0.14,0.29,0.29,0.29,0.29,0.43,0.43,0.43,0.57,0.43,0.43,0.29,0.43,0.43,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.29,0.29,0.29,0.29,0.43,0.43,0.43,0.43,0.43,0.43,0.29,0.29,0.29,0.14
O18 IN,0.0,0.0,0.0,0.08,0.42,0.96,0.38,0.19,0.19,0.19,0.19,0.15,0.12,0.15,0.19,0.23,0.15,0.12,0.12,0.12,0.04,0.0,0.0,0.0,0.08,0.42,1.0,0.38,0.19,0.15,0.15,0.15,0.12,0.12,0.15,0.19,0.19,0.12,0.08,0.12,0.12,0.04,0.0,0.0,0.0,0.08,0.35,0.81,0.35,0.19,0.15,0.15,0.15,0.15,0.12,0.15,0.15,0.19,0.15,0.12,0.15,0.19,0.04,0.04,0.0,0.0,0.08,0.38,1.0,0.42,0.23,0.19,0.15,0.19,0.15,0.12,0.15,0.19,0.23,0.15,0.12,0.15,0.15,0.08,0.04,0.0,0.0,0.08,0.38,1.0,0.42,0.23,0.19,0.19,0.19,0.15,0.12,0.15,0.23,0.27,0.19,0.15,0.19,0.27,0.15,0.04,0.0,0.0,0.04,0.15,0.23,0.27,0.23,0.27,0.27,0.27,0.19,0.19,0.19,0.23,0.27,0.19,0.19,0.35,0.42,0.15,0.04,0.0,0.0,0.04,0.08,0.15,0.19,0.23,0.23,0.23,0.23,0.19,0.19,0.15,0.19,0.19,0.15,0.15,0.27,0.35,0.08
O18 OUT,0.05,0.0,0.0,0.05,0.14,0.19,0.14,0.14,0.14,0.19,0.19,0.19,0.19,0.24,0.48,0.9,0.76,0.43,0.38,0.33,0.14,0.05,0.0,0.0,0.05,0.14,0.19,0.14,0.14,0.14,0.19,0.19,0.19,0.24,0.38,0.67,0.86,0.62,0.33,0.33,0.29,0.1,0.05,0.0,0.0,0.05,0.1,0.14,0.1,0.1,0.1,0.14,0.19,0.19,0.19,0.29,0.48,0.81,0.67,0.33,0.38,0.33,0.14,0.05,0.0,0.0,0.05,0.14,0.19,0.14,0.14,0.14,0.19,0.24,0.19,0.24,0.29,0.57,0.95,0.76,0.38,0.38,0.38,0.14,0.1,0.0,0.0,0.05,0.14,0.19,0.14,0.14,0.14,0.19,0.24,0.24,0.24,0.33,0.67,1.0,0.76,0.38,0.48,0.43,0.24,0.1,0.0,0.0,0.05,0.05,0.14,0.14,0.14,0.19,0.29,0.33,0.38,0.48,0.57,0.52,0.48,0.33,0.33,0.33,0.38,0.24,0.05,0.0,0.0,0.05,0.05,0.1,0.14,0.14,0.19,0.19,0.29,0.33,0.33,0.43,0.43,0.38,0.33,0.29,0.29,0.29,0.1
O19 IN,0.0,0.0,0.0,0.14,0.43,1.0,0.5,0.29,0.29,0.36,0.36,0.29,0.29,0.43,0.5,0.57,0.36,0.21,0.21,0.21,0.07,0.0,0.0,0.0,0.07,0.43,1.0,0.5,0.29,0.21,0.29,0.29,0.29,0.29,0.36,0.57,0.5,0.29,0.14,0.14,0.14,0.07,0.0,0.0,0.0,0.07,0.36,0.86,0.43,0.21,0.21,0.29,0.29,0.29,0.21,0.29,0.5,0.5,0.29,0.14,0.14,0.21,0.07,0.0,0.0,0.0,0.07,0.36,1.0,0.5,0.29,0.29,0.36,0.36,0.29,0.29,0.29,0.57,0.57,0.36,0.21,0.21,0.29,0.14,0.0,0.0,0.0,0.07,0.36,1.0,0.5,0.29,0.29,0.29,0.36,0.29,0.21,0.29,0.5,0.57,0.36,0.21,0.21,0.21,0.07,0.0,0.0,0.0,0.07,0.14,0.29,0.29,0.36,0.36,0.43,0.43,0.36,0.29,0.29,0.36,0.36,0.29,0.21,0.21,0.14,0.07,0.0,0.0,0.0,0.07,0.14,0.21,0.29,0.36,0.36,0.36,0.36,0.36,0.29,0.29,0.29,0.29,0.21,0.21,0.14,0.14,0.07
O19 OUT,0.08,0.0,0.0,0.08,0.42,0.67,0.42,0.33,0.25,0.33,0.33,0.25,0.25,0.33,0.58,1.0,0.92,0.5,0.5,0.5,0.25,0.08,0.0,0.0,0.08,0.33,0.58,0.33,0.25,0.25,0.33,0.33,0.25,0.33,0.42,0.83,0.92,0.75,0.5,0.42,0.42,0.17,0.08,0.0,0.0,0.08,0.33,0.42,0.25,0.17,0.25,0.25,0.33,0.25,0.25,0.33,0.58,0.92,0.83,0.5,0.5,0.5,0.25,0.08,0.0,0.0,0.08,0.42,0.67,0.33,0.25,0.25,0.33,0.33,0.25,0.33,0.42,0.67,1.0,0.83,0.5,0.58,0.58,0.25,0.17,0.0,0.0,0.08,0.33,0.5,0.25,0.17,0.17,0.25,0.25,0.25,0.25,0.33,0.58,0.92,0.83,0.5,0.58,0.58,0.33,0.17,0.0,0.0,0.08,0.08,0.25,0.25,0.25,0.25,0.25,0.33,0.33,0.33,0.42,0.5,0.58,0.5,0.42,0.5,0.5,0.33,0.08,0.0,0.0,0.0,0.08,0.17,0.17,0.17,0.25,0.25,0.25,0.33,0.33,0.33,0.5,0.5,0.5,0.5,0.5,0.5,0.25
O20 IN,0.0,0.0,0.0,0.08,0.44,0.96,0.44,0.24,0.2,0.16,0.16,0.12,0.08,0.08,0.16,0.2,0.12,0.08,0.04,0.04,0.04,0.0,0.0,0.0,0.08,0.44,1.0,0.44,0.24,0.16,0.16,0.16,0.12,0.08,0.08,0.16,0.2,0.08,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.08,0.36,0.8,0.4,0.2,0.16,0.16,0.2,0.16,0.12,0.08,0.16,0.2,0.12,0.08,0.04,0.04,0.04,0.0,0.0,0.0,0.08,0.44,0.96,0.48,0.24,0.2,0.16,0.2,0.12,0.08,0.08,0.16,0.2,0.12,0.08,0.04,0.04,0.04,0.0,0.0,0.0,0.08,0.44,0.96,0.44,0.28,0.2,0.2,0.2,0.12,0.12,0.12,0.2,0.24,0.16,0.08,0.08,0.08,0.04,0.0,0.0,0.0,0.04,0.16,0.28,0.28,0.28,0.32,0.28,0.24,0.2,0.16,0.16,0.2,0.2,0.12,0.08,0.08,0.08,0.04,0.0,0.0,0.0,0.04,0.12,0.2,0.24,0.24,0.28,0.24,0.24,0.2,0.16,0.16,0.16,0.16,0.12,0.08,0.08,0.04,0.04
O20 OUT,0.07,0.0,0.0,0.07,0.2,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.2,0.27,0.47,1.0,0.8,0.53,0.4,0.53,0.2,0.07,0.0,0.0,0.07,0.13,0.2,0.13,0.07,0.13,0.13,0.13,0.13,0.2,0.4,0.67,0.87,0.67,0.47,0.33,0.4,0.2,0.07,0.0,0.0,0.0,0.13,0.13,0.07,0.07,0.07,0.13,0.13,0.13,0.2,0.27,0.4,0.87,0.67,0.47,0.4,0.53,0.2,0.07,0.0,0.0,0.07,0.2,0.2,0.13,0.07,0.13,0.13,0.13,0.13,0.2,0.27,0.47,0.93,0.8,0.53,0.47,0.53,0.2,0.13,0.0,0.0,0.07,0.2,0.13,0.13,0.13,0.13,0.13,0.13,0.2,0.2,0.27,0.47,0.87,0.73,0.53,0.47,0.6,0.33,0.13,0.0,0.0,0.0,0.07,0.07,0.13,0.13,0.13,0.2,0.2,0.2,0.27,0.33,0.47,0.47,0.4,0.4,0.47,0.47,0.33,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.13,0.13,0.13,0.2,0.2,0.27,0.33,0.4,0.47,0.4,0.4,0.47,0.4,0.2
O21 IN,0.0,0.0,0.0,0.07,0.48,1.0,0.41,0.22,0.15,0.19,0.15,0.15,0.11,0.11,0.15,0.19,0.11,0.07,0.04,0.04,0.04,0.0,0.0,0.0,0.07,0.48,1.0,0.41,0.22,0.15,0.15,0.15,0.11,0.07,0.11,0.15,0.19,0.11,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.07,0.41,0.81,0.33,0.19,0.15,0.15,0.15,0.11,0.07,0.11,0.15,0.19,0.11,0.07,0.04,0.04,0.04,0.0,0.0,0.0,0.07,0.48,1.0,0.41,0.22,0.15,0.15,0.15,0.11,0.11,0.11,0.15,0.19,0.11,0.07,0.07,0.04,0.04,0.0,0.0,0.0,0.07,0.48,0.96,0.41,0.22,0.19,0.15,0.15,0.15,0.11,0.11,0.15,0.22,0.15,0.07,0.07,0.07,0.04,0.0,0.0,0.0,0.04,0.15,0.22,0.26,0.26,0.3,0.22,0.22,0.19,0.15,0.15,0.15,0.19,0.11,0.07,0.07,0.07,0.04,0.0,0.0,0.0,0.04,0.11,0.19,0.22,0.22,0.26,0.22,0.19,0.15,0.15,0.15,0.15,0.11,0.11,0.07,0.07,0.07,0.04
O21 OUT,0.07,0.0,0.0,0.07,0.21,0.21,0.14,0.14,0.14,0.14,0.21,0.14,0.21,0.29,0.57,0.93,1.0,0.57,0.57,0.5,0.21,0.07,0.0,0.0,0.07,0.21,0.21,0.14,0.14,0.14,0.14,0.21,0.21,0.21,0.36,0.79,0.93,0.86,0.43,0.43,0.43,0.21,0.07,0.0,0.0,0.07,0.14,0.14,0.14,0.07,0.07,0.14,0.14,0.14,0.21,0.29,0.5,0.86,0.86,0.43,0.5,0.5,0.21,0.07,0.0,0.0,0.07,0.21,0.21,0.14,0.14,0.14,0.14,0.21,0.14,0.21,0.29,0.5,1.0,1.0,0.5,0.57,0.57,0.29,0.14,0.0,0.0,0.07,0.21,0.21,0.14,0.14,0.14,0.14,0.21,0.21,0.21,0.29,0.57,0.93,0.93,0.57,0.64,0.64,0.36,0.14,0.0,0.0,0.07,0.07,0.14,0.14,0.14,0.14,0.21,0.21,0.29,0.29,0.36,0.5,0.5,0.43,0.43,0.5,0.57,0.36,0.07,0.0,0.0,0.07,0.07,0.07,0.14,0.14,0.14,0.14,0.21,0.21,0.29,0.36,0.43,0.5,0.43,0.43,0.43,0.43,0.21
