,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146
BL23 OUT,0.04,0.0,0.0,0.06,0.3,0.92,0.6,0.24,0.14,0.18,0.2,0.18,0.18,0.22,0.32,0.58,0.48,0.32,0.32,0.28,0.1,0.04,0.0,0.0,0.06,0.3,0.94,0.58,0.2,0.12,0.14,0.16,0.14,0.18,0.32,0.4,0.52,0.4,0.28,0.28,0.26,0.08,0.04,0.0,0.0,0.06,0.26,0.8,0.5,0.18,0.12,0.14,0.16,0.14,0.14,0.2,0.32,0.52,0.42,0.3,0.34,0.3,0.12,0.04,0.0,0.0,0.06,0.32,1.0,0.7,0.28,0.16,0.18,0.22,0.2,0.18,0.22,0.36,0.58,0.46,0.32,0.36,0.32,0.12,0.08,0.0,0.0,0.06,0.32,1.0,0.76,0.34,0.22,0.22,0.28,0.24,0.22,0.24,0.34,0.54,0.44,0.32,0.38,0.4,0.16,0.08,0.0,0.0,0.04,0.1,0.18,0.36,0.32,0.32,0.34,0.42,0.44,0.42,0.46,0.5,0.46,0.3,0.26,0.34,0.32,0.16,0.04,0.0,0.0,0.04,0.08,0.1,0.24,0.22,0.2,0.2,0.24,0.26,0.24,0.24,0.26,0.26,0.24,0.24,0.28,0.24,0.1
BR01 IN,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.13,0.13,0.13,0.2,0.27,0.27,0.33,0.47,0.4,0.13,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.27,0.13,0.13,0.2,0.27,0.33,0.47,0.47,0.6,0.4,0.13,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.13,0.6,0.2,0.07,0.13,0.2,0.2,0.27,0.33,0.47,0.67,0.47,0.2,0.13,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.27,0.13,0.13,0.2,0.27,0.33,0.4,0.47,0.67,0.53,0.27,0.13,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.27,0.13,0.13,0.2,0.33,0.33,0.4,0.53,0.67,0.53,0.2,0.13,0.13,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.13,0.13,0.13,0.2,0.27,0.4,0.53,0.6,0.73,0.8,0.67,0.67,0.67,0.53,0.2,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.13,0.13,0.2,0.33,0.4,0.53,0.67,0.73,1.0,0.67,0.27,0.27,0.13,0.07,0.0
BR01 OUT,0.0,0.0,0.0,0.0,0.15,0.31,0.31,0.46,0.38,0.31,0.31,0.23,0.23,0.15,0.15,0.38,0.31,0.23,0.15,0.15,0.08,0.0,0.0,0.0,0.0,0.15,0.38,0.54,0.69,0.54,0.46,0.38,0.31,0.23,0.23,0.31,0.31,0.23,0.15,0.15,0.15,0.08,0.0,0.0,0.0,0.0,0.15,0.31,0.31,0.54,0.46,0.46,0.38,0.31,0.23,0.15,0.23,0.38,0.23,0.15,0.15,0.23,0.08,0.0,0.0,0.0,0.0,0.15,0.31,0.46,0.62,0.62,0.46,0.46,0.31,0.23,0.23,0.23,0.38,0.31,0.15,0.23,0.23,0.08,0.08,0.0,0.0,0.0,0.15,0.38,0.46,0.69,0.62,0.46,0.38,0.38,0.23,0.23,0.23,0.38,0.31,0.23,0.23,0.23,0.08,0.08,0.0,0.0,0.0,0.08,0.31,0.62,1.0,1.0,0.77,0.62,0.54,0.62,0.69,0.62,0.38,0.23,0.15,0.15,0.15,0.08,0.0,0.0,0.0,0.0,0.08,0.31,0.69,1.0,1.0,0.69,0.62,0.62,0.46,0.23,0.23,0.15,0.15,0.15,0.15,0.15,0.08
BR02 IN,0.0,0.0,0.0,0.14,0.43,1.0,0.57,0.29,0.29,0.43,0.29,0.29,0.29,0.29,0.29,0.43,0.29,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.43,1.0,0.57,0.29,0.29,0.43,0.29,0.29,0.14,0.29,0.29,0.29,0.29,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.43,1.0,0.57,0.29,0.29,0.43,0.29,0.29,0.14,0.29,0.29,0.43,0.29,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.43,1.0,0.57,0.29,0.29,0.43,0.29,0.29,0.29,0.29,0.29,0.43,0.29,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.43,1.0,0.57,0.43,0.29,0.43,0.29,0.29,0.29,0.29,0.43,0.43,0.29,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.29,0.29,0.29,0.43,0.43,0.29,0.29,0.29,0.29,0.43,0.43,0.29,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.43,0.29,0.29,0.14,0.14,0.0,0.0
BR02 OUT,0.0,0.0,0.0,0.2,0.8,0.6,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.4,0.6,1.0,0.8,0.6,0.6,0.4,0.2,0.0,0.0,0.0,0.2,0.8,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,0.8,1.0,0.8,0.6,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.6,1.0,0.8,0.6,0.6,0.4,0.2,0.0,0.0,0.0,0.2,0.6,0.6,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.4,0.6,1.0,0.8,0.6,0.6,0.6,0.2,0.2,0.0,0.0,0.2,0.6,0.6,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.6,0.8,0.8,0.6,0.6,0.6,0.2,0.2,0.0,0.0,0.2,0.2,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2
BR03 IN,0.0,0.0,0.0,0.0,0.37,1.0,0.37,0.25,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1.0,0.5,0.25,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.87,0.37,0.25,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.5,0.25,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1.0,0.5,0.25,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.25,0.25,0.25,0.25,0.25,0.25,0.12,0.12,0.12,0.25,0.25,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.25,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0
BR03 OUT,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.0,0.33,0.33,0.33,0.33,0.33,0.67,1.0,1.0,0.67,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.33,0.33,0.33,0.67,0.67,1.0,1.0,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.67,1.0,1.0,0.67,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.67,1.0,1.0,0.67,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.33,0.33,0.33,0.33,0.33,0.67,1.0,1.0,0.67,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
BR04 IN,0.0,0.0,0.0,0.07,0.32,0.96,0.46,0.25,0.25,0.29,0.25,0.18,0.18,0.21,0.29,0.29,0.21,0.11,0.11,0.07,0.04,0.0,0.0,0.0,0.07,0.32,1.0,0.46,0.25,0.25,0.29,0.25,0.18,0.18,0.21,0.32,0.29,0.18,0.11,0.11,0.07,0.04,0.0,0.0,0.0,0.07,0.29,0.96,0.43,0.25,0.25,0.25,0.25,0.18,0.18,0.21,0.29,0.29,0.18,0.11,0.11,0.07,0.04,0.0,0.0,0.0,0.07,0.32,0.96,0.46,0.29,0.25,0.29,0.25,0.18,0.18,0.21,0.29,0.32,0.21,0.14,0.11,0.07,0.04,0.0,0.0,0.0,0.07,0.32,0.96,0.46,0.29,0.29,0.29,0.29,0.21,0.18,0.21,0.32,0.36,0.25,0.14,0.11,0.07,0.04,0.0,0.0,0.0,0.04,0.07,0.21,0.25,0.25,0.32,0.29,0.29,0.21,0.18,0.21,0.21,0.21,0.14,0.11,0.11,0.07,0.04,0.0,0.0,0.0,0.04,0.07,0.14,0.18,0.18,0.21,0.21,0.21,0.21,0.14,0.14,0.18,0.18,0.11,0.07,0.07,0.07,0.04
BR04 OUT,0.05,0.0,0.0,0.09,0.36,0.36,0.27,0.23,0.18,0.23,0.23,0.23,0.23,0.27,0.5,1.0,0.77,0.45,0.36,0.32,0.09,0.05,0.0,0.0,0.09,0.36,0.41,0.27,0.23,0.18,0.23,0.23,0.23,0.27,0.41,0.64,0.86,0.64,0.41,0.36,0.27,0.09,0.05,0.0,0.0,0.09,0.32,0.36,0.23,0.18,0.18,0.23,0.23,0.23,0.23,0.27,0.5,0.95,0.73,0.41,0.41,0.32,0.09,0.05,0.0,0.0,0.09,0.32,0.36,0.23,0.18,0.18,0.23,0.23,0.23,0.23,0.32,0.5,0.95,0.77,0.45,0.45,0.36,0.14,0.09,0.0,0.0,0.09,0.36,0.41,0.27,0.18,0.18,0.23,0.23,0.23,0.23,0.32,0.45,0.82,0.68,0.41,0.45,0.45,0.14,0.09,0.0,0.0,0.05,0.14,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.23,0.27,0.32,0.32,0.32,0.27,0.36,0.32,0.14,0.05,0.0,0.0,0.05,0.09,0.09,0.14,0.14,0.14,0.14,0.18,0.18,0.18,0.23,0.32,0.32,0.27,0.27,0.27,0.23,0.09
BR05 IN,0.0,0.0,0.0,0.11,0.33,1.0,0.44,0.22,0.11,0.11,0.11,0.11,0.11,0.11,0.22,0.22,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.33,1.0,0.44,0.22,0.22,0.11,0.11,0.11,0.11,0.11,0.22,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.33,1.0,0.44,0.22,0.22,0.11,0.11,0.11,0.11,0.11,0.22,0.22,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.33,1.0,0.44,0.22,0.11,0.11,0.11,0.11,0.11,0.11,0.22,0.22,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.33,1.0,0.44,0.22,0.22,0.11,0.11,0.11,0.11,0.11,0.22,0.22,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.11,0.11,0.22,0.22,0.22,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.22,0.22,0.33,0.22,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0
BR05 OUT,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,1.0,0.8,0.6,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.6,1.0,0.6,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,1.0,0.8,0.4,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.4,1.0,0.8,0.6,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.8,0.8,0.4,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.2
BR06 IN,0.0,0.0,0.0,0.1,0.4,0.9,0.5,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.4,1.0,0.5,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.9,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.4,1.0,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.9,0.5,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.0
BR06 OUT,0.0,0.0,0.0,0.0,0.17,0.33,0.33,0.17,0.17,0.17,0.17,0.33,0.33,0.33,0.5,1.0,0.67,0.5,0.5,0.5,0.17,0.0,0.0,0.0,0.0,0.17,0.33,0.33,0.17,0.17,0.33,0.17,0.17,0.33,0.5,0.67,0.83,0.67,0.5,0.5,0.33,0.17,0.0,0.0,0.0,0.0,0.17,0.33,0.17,0.17,0.17,0.17,0.17,0.33,0.17,0.33,0.5,0.83,0.67,0.5,0.67,0.5,0.17,0.0,0.0,0.0,0.0,0.17,0.33,0.17,0.17,0.17,0.33,0.33,0.17,0.33,0.33,0.5,0.83,0.67,0.5,0.67,0.5,0.17,0.17,0.0,0.0,0.0,0.17,0.33,0.33,0.17,0.17,0.33,0.33,0.33,0.33,0.33,0.5,0.83,0.67,0.5,0.67,0.67,0.33,0.17,0.0,0.0,0.0,0.17,0.17,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.5,0.5,0.33,0.33,0.5,0.5,0.17,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.17,0.17,0.17,0.33,0.33,0.5,0.5,0.5,0.5,0.33,0.5,0.5,0.33,0.17
BR07 IN,0.05,0.0,0.0,0.11,0.37,0.95,0.53,0.26,0.26,0.26,0.26,0.26,0.21,0.26,0.37,0.74,0.53,0.26,0.21,0.16,0.05,0.05,0.0,0.0,0.05,0.37,1.0,0.53,0.26,0.21,0.26,0.26,0.26,0.21,0.32,0.47,0.63,0.42,0.21,0.21,0.16,0.05,0.05,0.0,0.0,0.05,0.32,0.95,0.53,0.26,0.21,0.26,0.32,0.26,0.21,0.26,0.37,0.68,0.47,0.26,0.26,0.16,0.05,0.05,0.0,0.0,0.11,0.37,1.0,0.53,0.26,0.26,0.26,0.32,0.26,0.21,0.26,0.42,0.74,0.53,0.26,0.26,0.21,0.11,0.05,0.0,0.0,0.11,0.37,0.95,0.53,0.26,0.26,0.32,0.32,0.26,0.26,0.26,0.42,0.74,0.53,0.32,0.26,0.26,0.16,0.05,0.0,0.0,0.05,0.16,0.26,0.26,0.32,0.32,0.32,0.37,0.32,0.32,0.32,0.37,0.32,0.26,0.21,0.21,0.21,0.11,0.05,0.0,0.0,0.05,0.11,0.16,0.21,0.26,0.26,0.26,0.26,0.26,0.21,0.21,0.26,0.26,0.21,0.16,0.16,0.16,0.05
BR07 OUT,0.07,0.0,0.0,0.07,0.4,1.0,0.53,0.27,0.27,0.27,0.27,0.27,0.27,0.33,0.53,1.0,0.73,0.47,0.4,0.33,0.13,0.07,0.0,0.0,0.07,0.4,1.0,0.53,0.27,0.27,0.27,0.33,0.27,0.33,0.47,0.67,0.87,0.6,0.4,0.33,0.27,0.13,0.07,0.0,0.0,0.07,0.33,0.87,0.53,0.27,0.2,0.27,0.33,0.27,0.27,0.33,0.6,0.93,0.67,0.4,0.4,0.33,0.13,0.07,0.0,0.0,0.07,0.4,1.0,0.6,0.27,0.27,0.33,0.33,0.27,0.27,0.4,0.6,1.0,0.73,0.47,0.47,0.33,0.13,0.07,0.0,0.0,0.07,0.4,1.0,0.53,0.33,0.27,0.27,0.33,0.33,0.33,0.4,0.6,1.0,0.8,0.47,0.47,0.4,0.2,0.07,0.0,0.0,0.07,0.13,0.2,0.27,0.27,0.33,0.33,0.33,0.33,0.33,0.4,0.47,0.53,0.4,0.4,0.47,0.4,0.2,0.07,0.0,0.0,0.07,0.07,0.13,0.2,0.2,0.27,0.27,0.27,0.27,0.27,0.33,0.47,0.47,0.33,0.4,0.33,0.27,0.13
BR08 IN,0.05,0.0,0.0,0.05,0.29,0.86,0.52,0.24,0.24,0.29,0.33,0.29,0.29,0.33,0.57,0.9,0.67,0.33,0.43,0.29,0.1,0.05,0.0,0.0,0.05,0.29,0.9,0.52,0.24,0.24,0.33,0.38,0.29,0.29,0.48,0.67,0.81,0.57,0.29,0.29,0.24,0.1,0.05,0.0,0.0,0.05,0.24,0.81,0.48,0.24,0.24,0.33,0.33,0.29,0.29,0.38,0.52,0.9,0.62,0.33,0.33,0.29,0.1,0.05,0.0,0.0,0.05,0.29,0.86,0.52,0.24,0.24,0.33,0.38,0.29,0.29,0.38,0.62,0.95,0.67,0.33,0.33,0.33,0.1,0.05,0.0,0.0,0.05,0.24,0.86,0.52,0.29,0.29,0.33,0.38,0.33,0.29,0.38,0.62,1.0,0.67,0.38,0.33,0.33,0.14,0.05,0.0,0.0,0.05,0.14,0.19,0.24,0.24,0.33,0.33,0.38,0.33,0.29,0.33,0.48,0.48,0.33,0.24,0.24,0.24,0.1,0.05,0.0,0.0,0.05,0.1,0.14,0.19,0.19,0.29,0.29,0.33,0.29,0.29,0.29,0.38,0.38,0.24,0.19,0.19,0.14,0.1
BR08 OUT,0.04,0.0,0.0,0.04,0.3,0.96,0.52,0.26,0.26,0.26,0.3,0.26,0.26,0.3,0.43,0.74,0.48,0.26,0.22,0.17,0.04,0.04,0.0,0.0,0.04,0.3,1.0,0.52,0.26,0.22,0.26,0.3,0.26,0.26,0.35,0.48,0.61,0.43,0.22,0.22,0.17,0.09,0.04,0.0,0.0,0.04,0.26,0.91,0.48,0.26,0.22,0.26,0.3,0.26,0.26,0.3,0.43,0.7,0.43,0.26,0.26,0.22,0.09,0.04,0.0,0.0,0.04,0.3,0.96,0.57,0.26,0.26,0.3,0.35,0.26,0.26,0.3,0.43,0.74,0.52,0.26,0.26,0.22,0.09,0.04,0.0,0.0,0.04,0.3,0.96,0.52,0.26,0.26,0.3,0.35,0.3,0.3,0.3,0.43,0.74,0.52,0.26,0.26,0.26,0.13,0.04,0.0,0.0,0.04,0.13,0.3,0.3,0.22,0.26,0.3,0.35,0.3,0.26,0.3,0.35,0.35,0.26,0.22,0.26,0.22,0.09,0.04,0.0,0.0,0.04,0.09,0.22,0.22,0.17,0.17,0.26,0.26,0.22,0.26,0.26,0.3,0.26,0.22,0.22,0.22,0.17,0.09
BR12 IN,0.04,0.0,0.0,0.04,0.23,0.69,0.38,0.19,0.19,0.23,0.23,0.23,0.23,0.23,0.38,0.92,0.73,0.35,0.27,0.15,0.08,0.04,0.0,0.0,0.04,0.27,0.73,0.38,0.19,0.23,0.23,0.27,0.23,0.23,0.35,0.5,0.85,0.58,0.31,0.23,0.15,0.04,0.04,0.0,0.0,0.04,0.23,0.65,0.35,0.19,0.19,0.23,0.23,0.23,0.19,0.27,0.38,0.92,0.65,0.31,0.27,0.19,0.08,0.04,0.0,0.0,0.04,0.27,0.69,0.38,0.23,0.23,0.27,0.27,0.23,0.23,0.27,0.42,0.96,0.69,0.35,0.31,0.23,0.08,0.04,0.0,0.0,0.04,0.23,0.69,0.38,0.23,0.23,0.27,0.27,0.27,0.23,0.31,0.42,1.0,0.73,0.35,0.31,0.23,0.08,0.04,0.0,0.0,0.04,0.08,0.15,0.23,0.23,0.31,0.27,0.31,0.27,0.27,0.31,0.35,0.35,0.23,0.19,0.19,0.15,0.08,0.04,0.0,0.0,0.04,0.08,0.12,0.19,0.19,0.23,0.27,0.27,0.23,0.23,0.23,0.27,0.27,0.19,0.15,0.15,0.12,0.04
BR12 OUT,0.03,0.0,0.0,0.06,0.29,0.97,0.45,0.19,0.16,0.19,0.19,0.16,0.16,0.19,0.29,0.52,0.35,0.19,0.19,0.16,0.06,0.03,0.0,0.0,0.06,0.29,1.0,0.45,0.19,0.16,0.19,0.23,0.16,0.19,0.29,0.35,0.45,0.29,0.16,0.16,0.13,0.06,0.03,0.0,0.0,0.03,0.26,0.9,0.42,0.19,0.16,0.19,0.19,0.19,0.19,0.19,0.32,0.52,0.32,0.19,0.19,0.16,0.06,0.03,0.0,0.0,0.06,0.29,1.0,0.48,0.19,0.16,0.19,0.23,0.16,0.19,0.23,0.32,0.55,0.39,0.19,0.23,0.19,0.06,0.03,0.0,0.0,0.06,0.29,0.97,0.45,0.19,0.19,0.23,0.23,0.19,0.19,0.23,0.32,0.55,0.39,0.23,0.26,0.23,0.1,0.03,0.0,0.0,0.03,0.1,0.16,0.16,0.16,0.19,0.23,0.23,0.19,0.19,0.23,0.29,0.29,0.19,0.19,0.23,0.19,0.1,0.03,0.0,0.0,0.03,0.06,0.13,0.13,0.13,0.16,0.16,0.16,0.16,0.19,0.19,0.26,0.23,0.16,0.16,0.19,0.13,0.06
BR13 IN,0.0,0.0,0.0,0.0,0.22,0.44,0.33,0.33,0.33,0.33,0.44,0.44,0.44,0.44,0.56,0.89,0.67,0.44,0.33,0.33,0.11,0.0,0.0,0.0,0.0,0.22,0.44,0.33,0.33,0.33,0.33,0.44,0.44,0.33,0.44,0.67,0.78,0.56,0.33,0.22,0.22,0.11,0.0,0.0,0.0,0.0,0.11,0.33,0.22,0.33,0.22,0.33,0.44,0.33,0.33,0.44,0.56,0.89,0.67,0.44,0.33,0.22,0.11,0.0,0.0,0.0,0.0,0.22,0.44,0.33,0.44,0.22,0.33,0.56,0.44,0.33,0.56,0.67,0.89,0.67,0.44,0.44,0.33,0.11,0.0,0.0,0.0,0.0,0.22,0.44,0.33,0.44,0.44,0.44,0.56,0.56,0.44,0.56,0.78,1.0,0.67,0.56,0.33,0.33,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.44,0.44,0.33,0.56,0.44,0.33,0.56,0.44,0.44,0.44,0.33,0.33,0.22,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.33,0.44,0.33,0.56,0.56,0.33,0.56,0.56,0.44,0.44,0.44,0.44,0.33,0.11
BR13 OUT,0.0,0.0,0.0,0.33,0.56,1.0,0.56,0.44,0.44,0.44,0.44,0.44,0.44,0.33,0.44,0.56,0.33,0.22,0.11,0.11,0.0,0.0,0.0,0.0,0.22,0.44,1.0,0.56,0.33,0.44,0.33,0.33,0.33,0.33,0.44,0.44,0.44,0.22,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.22,0.44,1.0,0.44,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.44,0.22,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.22,0.44,1.0,0.56,0.44,0.44,0.44,0.44,0.33,0.33,0.33,0.44,0.56,0.33,0.22,0.22,0.11,0.0,0.0,0.0,0.0,0.22,0.56,1.0,0.56,0.33,0.44,0.44,0.56,0.44,0.44,0.44,0.56,0.56,0.33,0.22,0.22,0.11,0.0,0.0,0.0,0.0,0.22,0.22,0.44,0.33,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.33,0.33,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.22,0.22,0.33,0.44,0.33,0.44,0.44,0.44,0.44,0.56,0.44,0.44,0.33,0.22,0.11,0.11,0.11,0.0
BR14 IN,0.0,0.0,0.0,0.09,0.36,1.0,0.55,0.27,0.27,0.36,0.36,0.36,0.36,0.45,0.82,0.82,0.55,0.27,0.27,0.27,0.09,0.0,0.0,0.0,0.09,0.36,1.0,0.64,0.27,0.27,0.36,0.36,0.27,0.36,0.45,0.82,0.73,0.45,0.27,0.27,0.27,0.09,0.0,0.0,0.0,0.09,0.36,1.0,0.55,0.27,0.27,0.36,0.36,0.36,0.36,0.45,0.82,0.82,0.55,0.36,0.36,0.27,0.09,0.0,0.0,0.0,0.09,0.36,1.0,0.55,0.27,0.36,0.45,0.45,0.36,0.27,0.45,0.82,0.91,0.55,0.36,0.36,0.36,0.09,0.09,0.0,0.0,0.09,0.36,1.0,0.55,0.36,0.36,0.45,0.45,0.36,0.36,0.45,0.82,0.91,0.64,0.36,0.36,0.36,0.18,0.0,0.0,0.0,0.09,0.09,0.27,0.36,0.36,0.45,0.45,0.45,0.45,0.36,0.45,0.64,0.55,0.36,0.27,0.27,0.27,0.09,0.0,0.0,0.0,0.0,0.09,0.18,0.27,0.27,0.36,0.36,0.36,0.36,0.36,0.36,0.45,0.45,0.27,0.27,0.27,0.18,0.09
BR14 OUT,0.09,0.0,0.0,0.09,0.55,0.64,0.45,0.27,0.27,0.45,0.36,0.27,0.36,0.36,0.55,1.0,0.64,0.45,0.45,0.36,0.09,0.0,0.0,0.0,0.09,0.55,0.73,0.55,0.27,0.27,0.36,0.36,0.36,0.27,0.55,0.64,0.82,0.55,0.36,0.36,0.27,0.09,0.09,0.0,0.0,0.09,0.55,0.64,0.36,0.27,0.27,0.36,0.36,0.36,0.27,0.36,0.55,1.0,0.64,0.36,0.45,0.36,0.18,0.09,0.0,0.0,0.09,0.55,0.73,0.45,0.27,0.27,0.36,0.36,0.36,0.27,0.36,0.64,1.0,0.64,0.45,0.45,0.45,0.18,0.09,0.0,0.0,0.09,0.55,0.64,0.45,0.27,0.27,0.36,0.36,0.36,0.36,0.36,0.64,0.91,0.64,0.45,0.45,0.45,0.18,0.09,0.0,0.0,0.09,0.18,0.36,0.36,0.27,0.36,0.45,0.45,0.36,0.36,0.45,0.55,0.45,0.36,0.36,0.36,0.36,0.18,0.09,0.0,0.0,0.0,0.18,0.27,0.27,0.27,0.27,0.27,0.36,0.36,0.36,0.36,0.45,0.45,0.36,0.36,0.36,0.27,0.18
